node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry,station,station1,station2,station3,station4,production,attraction,,
4150,,-111.948290,33.255910,,,0,"POINT (-111.948290 33.255910)",,,,,,0.100000,0.100000,,
4151,,-111.948360,33.255950,,,0,"POINT (-111.948360 33.255950)",,,,,,0.100000,0.100000,,
4152,,-111.948330,33.255960,,,0,"POINT (-111.948330 33.255960)",,,,,,0.100000,0.100000,,
4153,,-111.948400,33.256000,,,0,"POINT (-111.948400 33.256000)",,,,,,0.100000,0.100000,,
4154,,-111.948370,33.256020,,,0,"POINT (-111.948370 33.256020)",,,,,,0.100000,0.100000,,
4155,,-111.948440,33.256050,,,0,"POINT (-111.948440 33.256050)",,,,,,0.100000,0.100000,,
4156,,-111.948410,33.256070,,,0,"POINT (-111.948410 33.256070)",,,,,,0.100000,0.100000,,
4157,,-111.948480,33.256110,,,0,"POINT (-111.948480 33.256110)",,,,,,0.100000,0.100000,,
4158,,-111.948450,33.256120,,,0,"POINT (-111.948450 33.256120)",,,,,,0.100000,0.100000,,
4159,,-111.948520,33.256160,,,0,"POINT (-111.948520 33.256160)",,,,,,0.100000,0.100000,,
4160,,-111.948490,33.256180,,,0,"POINT (-111.948490 33.256180)",,,,,,0.100000,0.100000,,
4408,,-111.949350,33.254790,,,0,"POINT (-111.949350 33.254790)",,,,,,0.100000,0.100000,,
4414,,-111.949440,33.255000,,,0,"POINT (-111.949440 33.255000)",,,,,,0.100000,0.100000,,
4417,,-111.949460,33.255020,,,0,"POINT (-111.949460 33.255020)",,,,,,0.100000,0.100000,,
4426,,-111.949423,33.254974,,,0,"POINT (-111.949423 33.254974)",,,,,,0.000000,0.000000,,
4428,,-111.949261,33.255097,,,0,"POINT (-111.949261 33.255097)",,,,,,0.000000,0.000000,,
