first_column,link_id,name,from_node_id,to_node_id,facility_type,link_type,vdf_code,dir_flag,cell_type,length_in_mile,length,lanes,free_speed,cutoff_speed,capacity,geometry,opposite_link_id,ID,Dir,From ID,To ID,FT,AT,volume_group,VDF_type,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_sequence,VDF_cap1,VDF_fftt1,VDF_plf1,VDF_fftt2,VDF_cap2,VDF_plf2,VDF_alpha1,VDF_beta1,QVDF_alpha1,QVDF_beta1,SA_lanes_change1,SA_lanes_change2,SA_lanes_change3,VDF_alpha2,VDF_beta2,VDF_fftt3,VDF_cap3,VDF_plf3,VDF_alpha3,VDF_beta3,VDF_fftt4,VDF_cap4,VDF_alpha4,VDF_beta4,VDF_preload1,VDF_preload2,VDF_preload3,VDF_preload4,VDF_allowed_uses1,VDF_allowed_uses2,VDF_allowed_uses3,VDF_allowed_uses4,ATR_count,screenline,screenline2,screenline3,terrain,VDF_pcesov,VDF_pcehov2,VDF_pcehov3,VDF_pcesut,VDF_pcemut,subarea_id,VDF_s4,VDF_sav4,transcad_vol_total,end,time_period,volume
,201596BA,,202481,202482,,3,3,1,0,0.99798,1605.74982,1,43,36.55,700,"LINESTRING (-112.429623 33.723062, -112.412297 33.723055)",201596AB,201596,0,202482,202481,3,3,-1,303,,,,,2102.102102,1.392524651,0.333,1.392524651,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,1.392524651,2100,0.333333333,0.078977,1.695,1.392524651,8400,0.078977,1.695,1.562701,4.072431,2.286316,2.829995,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,367.537283,2054.108723,end,1500_1800,343.193
,201597AB,,202482,202480,,4,4,1,0,0.865,1391.785,2,40,34,500,"LINESTRING (-112.413849 33.724259, -112.410855 33.712600)",201597BA,201597,0,202482,202480,4,3,-1,304,,,,,3003.003003,1.297503,0.333,1.297503,6000,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.297503,3000,0.166666667,0.078977,1.695,1.297503,12000,0.078977,1.695,4.356921,11.354227,6.37441,7.890226,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,876.028054,4959.880946,end,1500_1800,933.674
,201597BA,,202480,202482,,4,4,1,0,0.865,1391.785,2,40,34,500,"LINESTRING (-112.407751 33.713398, -112.410745 33.725057)",201597AB,201597,0,202482,202480,4,3,-1,304,,,,,3003.003003,1.297503,0.333,1.297503,6000,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.297503,3000,0.166666667,0.078977,1.695,1.297503,12000,0.078977,1.695,4.43875,11.567477,6.494132,8.038417,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,957.23583,3728.956222,end,1500_1800,1388.612
,201600AB,,202481,202479,,4,4,1,0,0.69321,1115.37489,1,39,33.15,500,"LINESTRING (-112.428020 33.724672, -112.428067 33.734730)",201600BA,201600,0,202481,202479,4,3,-1,304,,,,,1501.501502,1.066478462,0.333,1.066478462,3000,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,1.066478462,1500,0.333333333,0.078977,1.695,1.066478462,6000,0.078977,1.695,0,0,0,0,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,0,0,end,1500_1800,0
,201600BA,,202479,202481,,4,4,1,0,0.69321,1115.37489,1,39,33.15,500,"LINESTRING (-112.431273 33.734716, -112.431226 33.724658)",201600AB,201600,0,202481,202479,4,3,-1,304,,,,,1501.501502,1.066478462,0.333,1.066478462,3000,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,1.066478462,1500,0.333333333,0.078977,1.695,1.066478462,6000,0.078977,1.695,0,0,0,0,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,0,0,end,1500_1800,0
,201601AB,,202477,202481,,3,3,1,0,0.46596,749.72964,1,40,34,700,"LINESTRING (-112.437714 33.723054, -112.429623 33.723062)",201601BA,201601,0,202477,202481,3,3,-1,303,,,,,2102.102102,0.698937,0.333,0.698937,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.698937,2100,0.333333333,0.078977,1.695,0.698937,8400,0.078977,1.695,1.562701,4.072431,2.286316,2.829995,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,367.537283,2054.108723,end,1500_1800,343.193
,201601BA,,202481,202477,,3,3,1,0,0.46596,749.72964,1,40,34,700,"LINESTRING (-112.429623 33.726268, -112.437714 33.726260)",201601AB,201601,0,202477,202481,3,3,-1,303,,,,,2102.102102,0.698937,0.333,0.698937,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.698937,2100,0.333333333,0.078977,1.695,0.698937,8400,0.078977,1.695,1.609455,4.194276,2.354722,2.914667,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,401.963201,1578.155569,end,1500_1800,509.721
,201602AB,,617,202477,,9,9,1,0,0.6223,1001.2807,9,20,17,99999,"LINESTRING (-112.442503 33.732684, -112.439211 33.724084)",201602BA,201602,0,617,202477,9,3,-1,309,,,,,2702675.676,1.866894,0.333,1.866894,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.866894,2699973,0.037037037,0.078977,1.695,1.866894,10799892,0.078977,1.695,1.562701,4.072431,2.286316,2.829995,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,367.537283,2054.108723,end,1500_1800,343.193
,201602BA,,202477,617,,9,9,1,0,0.6223,1001.2807,9,20,17,99999,"LINESTRING (-112.436217 33.725230, -112.439509 33.733830)",201602AB,201602,0,617,202477,9,3,-1,309,,,,,2702675.676,1.866894,0.333,1.866894,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.866894,2699973,0.037037037,0.078977,1.695,1.866894,10799892,0.078977,1.695,1.609455,4.194276,2.354722,2.914667,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,401.963201,1578.155569,end,1500_1800,509.721
,201603AB,,2142,202796,,9,9,1,0,1.08155,1740.21395,9,20,17,99999,"LINESTRING (-112.428089 33.710917, -112.424813 33.695465)",201603BA,201603,0,2142,202796,9,3,-1,309,,,,,2702675.676,3.24465,0.333,3.24465,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,3.24465,2699973,0.037037037,0.078977,1.695,3.24465,10799892,0.078977,1.695,1.775191,4.626184,2.5972,3.214806,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,283.973941,1538.830488,end,1500_1800,399.159
,201603BA,,202796,2142,,9,9,1,0,1.08155,1740.21395,9,20,17,99999,"LINESTRING (-112.421677 33.696129, -112.424953 33.711581)",201603AB,201603,0,2142,202796,9,3,-1,309,,,,,2702675.676,3.24465,0.333,3.24465,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,3.24465,2699973,0.037037037,0.078977,1.695,3.24465,10799892,0.078977,1.695,1.844044,4.805617,2.697935,3.339497,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,314.416254,1308.672015,end,1500_1800,361.091
,201604AB,,202476,202809,,4,4,1,0,0.71345,1147.94105,2,40,34,500,"LINESTRING (-112.410855 33.697082, -112.413552 33.687294)",201604BA,201604,0,202476,202809,4,3,-1,304,,,,,3003.003003,1.070181,0.333,1.070181,6000,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.070181,3000,0.166666667,0.078977,1.695,1.070181,12000,0.078977,1.695,5.246458,13.672385,7.675854,9.501149,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,1000.785055,5656.418056,end,1500_1800,1264.792
,201604BA,,202809,202476,,4,4,1,0,0.71345,1147.94105,2,40,34,500,"LINESTRING (-112.410462 33.686442, -112.407765 33.696230)",201604AB,201604,0,202476,202809,4,3,-1,304,,,,,3003.003003,1.070181,0.333,1.070181,6000,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.070181,3000,0.166666667,0.078977,1.695,1.070181,12000,0.078977,1.695,5.245806,13.670684,7.674899,9.499966,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,1090.85668,4280.46962,end,1500_1800,1683.579
,201605AB,,202476,202480,,4,4,1,0,1.12639,1812.36151,2,40,34,500,"LINESTRING (-112.407707 33.696655, -112.407700 33.712998)",201605BA,201605,0,202476,202480,4,3,-1,304,,,,,3003.003003,1.689588,0.333,1.689588,6000,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.689588,3000,0.166666667,0.078977,1.695,1.689588,12000,0.078977,1.695,5.245806,13.670684,7.674899,9.499966,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,1090.85668,4280.46962,end,1500_1800,1683.579
,201605BA,,202480,202476,,4,4,1,0,1.12639,1812.36151,2,40,34,500,"LINESTRING (-112.410906 33.713000, -112.410913 33.696657)",201605AB,201605,0,202476,202480,4,3,-1,304,,,,,3003.003003,1.689588,0.333,1.689588,6000,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.689588,3000,0.166666667,0.078977,1.695,1.689588,12000,0.078977,1.695,5.246458,13.672385,7.675854,9.501149,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,1000.785055,5656.418056,end,1500_1800,1264.792
,201606AB,,202796,202809,,2,2,1,0,0.89324,1437.22316,2,46,39.1,900,"LINESTRING (-112.424242 33.694542, -112.413004 33.685613)",201606BA,201606,0,202796,202809,2,3,8500-12500,302,115-04405,US-60-EASTBOUND,,2,5405.405405,1.165102174,0.333,1.165102174,10800,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.165102174,5400,0.166666667,0.078977,1.695,1.165102174,21600,0.078977,1.695,456.58017,1189.857698,668.00153,826.850264,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,10856,,,,1,1,1,1,1.2,1.5,1,0.47,3877.803244,19347.68469,end,1500_1800,4687.101
,201606BA,,202809,202796,,2,2,1,0,0.89324,1437.22316,2,46,39.1,900,"LINESTRING (-112.411010 33.688123, -112.422248 33.697052)",201606AB,201606,0,202796,202809,2,3,8500-12500,302,115+05201,US-60-WESTBOUND,,15,5405.405405,1.165102174,0.333,1.165102174,10800,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.165102174,5400,0.166666667,0.078977,1.695,1.165102174,21600,0.078977,1.695,432.018071,1125.848344,632.065848,782.369188,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,10856,,,,1,1,1,1,1.2,1.5,1,0.47,3808.460483,15043.5098,end,1500_1800,4687.673
,201607AB,,619,202480,,9,9,1,0,0.81957,1318.68813,9,20,17,99999,"LINESTRING (-112.395105 33.712100, -112.409022 33.714577)",201607BA,201607,0,619,202480,9,3,-1,309,,,,,2702675.676,2.458719,0.333,2.458719,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,2.458719,2699973,0.037037037,0.078977,1.695,2.458719,10799892,0.078977,1.695,0.88954,2.318157,1.301444,1.610923,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,140.893506,772.414507,end,1500_1800,337.065
,201607BA,,202480,619,,9,9,1,0,0.81957,1318.68813,9,20,17,99999,"LINESTRING (-112.409584 33.711421, -112.395667 33.708944)",201607AB,201607,0,619,202480,9,3,-1,309,,,,,2702675.676,2.458719,0.333,2.458719,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,2.458719,2699973,0.037037037,0.078977,1.695,2.458719,10799892,0.078977,1.695,0.807056,2.103206,1.180767,1.46155,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,149.757355,627.390795,end,1500_1800,300.913
,201610AB,,202482,202475,,3,3,1,0,0.4267,686.5603,1,43,36.55,700,"LINESTRING (-112.412297 33.723055, -112.404888 33.723059)",201610BA,201610,0,202482,202475,3,3,-1,303,,,,,2102.102102,0.59540093,0.333,0.59540093,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.59540093,2100,0.333333333,0.078977,1.695,0.59540093,8400,0.078977,1.695,0.478245,1.246319,0.699699,0.866086,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,112.315794,441.340667,end,1500_1800,422.094
,201610BA,,202475,202482,,3,3,1,0,0.4267,686.5603,1,43,36.55,700,"LINESTRING (-112.404888 33.726265, -112.412297 33.726261)",201610AB,201610,0,202482,202475,3,3,-1,303,,,,,2102.102102,0.59540093,0.333,0.59540093,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.59540093,2100,0.333333333,0.078977,1.695,0.59540093,8400,0.078977,1.695,0.480934,1.253323,0.703631,0.870953,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,103.462995,580.125291,end,1500_1800,329.425
,201611AB,,202478,202482,,4,4,1,0,0.50442,811.61178,1,40,34,500,"LINESTRING (-112.413841 33.731988, -112.413900 33.724671)",201611BA,201611,0,202478,202482,4,3,-1,304,,,,,1501.501502,0.756633,0.333,0.756633,3000,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.756633,1500,0.333333333,0.078977,1.695,0.756633,6000,0.078977,1.695,2.313286,6.028473,3.384463,4.189278,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,418.536743,2388.195344,end,1500_1800,308.033
,201611BA,,202482,202478,,4,4,1,0,0.50442,811.61178,1,40,34,500,"LINESTRING (-112.410694 33.724645, -112.410635 33.731962)",201611AB,201611,0,202478,202482,4,3,-1,304,,,,,1501.501502,0.756633,0.333,0.756633,3000,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.756633,1500,0.333333333,0.078977,1.695,0.756633,6000,0.078977,1.695,2.351048,6.126883,3.439711,4.257664,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,456.465802,1772.008399,end,1500_1800,503.775
,201613AB,,2136,202474,,9,9,1,0,0.4817,775.0553,9,20,17,99999,"LINESTRING (-112.405049 33.731788, -112.405825 33.724829)",201613BA,201613,0,2136,202474,9,3,-1,309,,,,,2702675.676,1.445091,0.333,1.445091,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.445091,2699973,0.037037037,0.078977,1.695,1.445091,10799892,0.078977,1.695,0.079129,0.206212,0.11577,0.1433,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,16.132827,86.079486,end,1500_1800,162.449
,201613BA,,202474,2136,,9,9,1,0,0.4817,775.0553,9,20,17,99999,"LINESTRING (-112.402639 33.724473, -112.401863 33.731432)",201613AB,201613,0,2136,202474,9,3,-1,309,,,,,2702675.676,1.445091,0.333,1.445091,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.445091,2699973,0.037037037,0.078977,1.695,1.445091,10799892,0.078977,1.695,0.079148,0.206263,0.115798,0.143335,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,17.528048,70.501302,end,1500_1800,164.953
,201614AB,,202474,202484,,3,3,1,0,0.55317,890.05053,1,43,36.55,700,"LINESTRING (-112.404221 33.723048, -112.394616 33.723116)",201614BA,201614,0,202474,202484,3,3,-1,303,,,,,2102.102102,0.771863721,0.333,0.771863721,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.771863721,2100,0.333333333,0.078977,1.695,0.771863721,8400,0.078977,1.695,0.399097,1.040056,0.583901,0.722751,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,95.667841,374.925012,end,1500_1800,263.141
,201614BA,,202484,202474,,3,3,1,0,0.55317,890.05053,1,43,36.55,700,"LINESTRING (-112.394638 33.726322, -112.404243 33.726254)",201614AB,201614,0,202474,202484,3,3,-1,303,,,,,2102.102102,0.771863721,0.333,0.771863721,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.771863721,2100,0.333333333,0.078977,1.695,0.771863721,8400,0.078977,1.695,0.401805,1.047111,0.587861,0.727654,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,88.210263,498.131453,end,1500_1800,172.976
,201615AB,,202474,202475,,2,2,1,0,0.03779,60.80411,1,43,36.55,900,"LINESTRING (-112.404205 33.726254, -112.404861 33.726265)",201615BA,201615,0,202474,202475,2,3,-1,302,,,,,2702.702703,0.052724651,0.333,0.052724651,5400,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.052724651,2700,0.333333333,0.078977,1.695,0.052724651,10800,0.078977,1.695,0.480934,1.253323,0.703631,0.870953,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,103.462995,580.125291,end,1500_1800,329.425
,201615BA,,202475,202474,,2,2,1,0,0.03779,60.80411,1,43,36.55,900,"LINESTRING (-112.404915 33.723059, -112.404259 33.723048)",201615AB,201615,0,202474,202475,2,3,-1,302,,,,,2702.702703,0.052724651,0.333,0.052724651,5400,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.052724651,2700,0.333333333,0.078977,1.695,0.052724651,10800,0.078977,1.695,0.478245,1.246319,0.699699,0.866086,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,112.315794,441.340667,end,1500_1800,422.094
,201633AB,,2147,202485,,9,9,1,0,0.76235,1226.62115,9,20,17,99999,"LINESTRING (-112.367896 33.717174, -112.376101 33.725854)",201633BA,201633,0,2147,202485,9,3,-1,309,,,,,2702675.676,2.287059,0.333,2.287059,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,2.287059,2699973,0.037037037,0.078977,1.695,2.287059,10799892,0.078977,1.695,0.023398,0.060977,0.034233,0.042374,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,26.879521,149.282206,end,1500_1800,168.026
,201633BA,,202485,2147,,9,9,1,0,0.76235,1226.62115,9,20,17,99999,"LINESTRING (-112.378431 33.723652, -112.370226 33.714972)",201633AB,201633,0,2147,202485,9,3,-1,309,,,,,2702675.676,2.287059,0.333,2.287059,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,2.287059,2699973,0.037037037,0.078977,1.695,2.287059,10799892,0.078977,1.695,0.023404,0.060992,0.034242,0.042384,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,29.577544,115.279832,end,1500_1800,128.785
,201634AB,,202487,202467,,1,1,1,0,1.73609,2793.36881,2,68,57.8,1935,"LINESTRING (-112.389369 33.692288, -112.359900 33.696558)",,201634,1,202487,202467,1,3,-1,301,0,AZ-303-LOOP-NORTHBOUND,,7,11621.62162,1.531843235,0.333,1.531843235,23220,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.531843235,11610,0.166666667,0.078977,1.695,1.531843235,46440,0.078977,1.695,327.355835,853.096317,478.939326,592.829645,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,6583,,,,1,1,1,1,1.2,1.5,1,0.47,3041.803472,19705.67479,end,1500_1800,5597.371
,201635AB,,202466,202488,,1,1,1,0,1.71619,2761.34971,2,68,57.8,1935,"LINESTRING (-112.360367 33.696725, -112.389505 33.692538)",,201635,1,202466,202488,1,3,-1,301,0,AZ-303-LOOP-SOUTHBOUND,,2,11621.62162,1.514281765,0.333,1.514281765,23220,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.514281765,11610,0.166666667,0.078977,1.695,1.514281765,46440,0.078977,1.695,301.15601,784.819012,440.607562,545.382703,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,6583,,,,1,1,1,1,1.2,1.5,1,0.47,2857.826227,18111.93242,end,1500_1800,6616.561
,201636AB,,202763,202762,,3,3,1,0,1.42347,2290.36323,1,39,33.15,700,"LINESTRING (-112.357630 33.687879, -112.381506 33.688432)",201636BA,201636,0,202763,202762,3,3,-1,303,,,,,2102.102102,2.189949231,0.333,2.189949231,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,2.189949231,2100,0.333333333,0.078977,1.695,2.189949231,8400,0.078977,1.695,7.356316,19.170716,10.762688,13.322023,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,1222.894524,5443.129795,end,1500_1800,1058.959
,201636BA,,202762,202763,,3,3,1,0,1.42347,2290.36323,1,39,33.15,700,"LINESTRING (-112.381580 33.685228, -112.357704 33.684675)",201636AB,201636,0,202763,202762,3,3,-1,303,,,,,2102.102102,2.189949231,0.333,2.189949231,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,2.189949231,2100,0.333333333,0.078977,1.695,2.189949231,8400,0.078977,1.695,7.293781,19.007752,10.671198,13.208777,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,1309.521484,7602.816489,end,1500_1800,1342.409
,201637AB,,202465,202464,,3,3,1,0,0.94508,1520.63372,1,43,36.55,700,"LINESTRING (-112.344208 33.724884, -112.344356 33.711172)",201637BA,201637,0,202465,202464,3,3,-1,303,,,,,2102.102102,1.318714884,0.333,1.318714884,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,1.318714884,2100,0.333333333,0.078977,1.695,1.318714884,8400,0.078977,1.695,3.398395,8.85629,4.972036,6.154371,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,406.57202,2369.942886,end,1500_1800,361.486
,201637BA,,202464,202465,,3,3,1,0,0.94508,1520.63372,1,43,36.55,700,"LINESTRING (-112.341150 33.711138, -112.341002 33.724850)",201637AB,201637,0,202465,202464,3,3,-1,303,,,,,2102.102102,1.318714884,0.333,1.318714884,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,1.318714884,2100,0.333333333,0.078977,1.695,1.318714884,8400,0.078977,1.695,3.439991,8.964689,5.032893,6.2297,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,398.376153,1658.379497,end,1500_1800,256.091
,201638AB,,646,202762,,9,9,1,0,0.62991,1013.52519,9,20,17,99999,"LINESTRING (-112.374621 33.694385, -112.382541 33.688084)",201638BA,201638,0,646,202762,9,3,-1,309,,,,,2702675.676,1.889742,0.333,1.889742,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.889742,2699973,0.037037037,0.078977,1.695,1.889742,10799892,0.078977,1.695,7.293781,19.007752,10.671198,13.208777,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,1432.26823,8294.727896,end,1500_1800,1676.304
,201638BA,,202762,646,,9,9,1,0,0.62991,1013.52519,9,20,17,99999,"LINESTRING (-112.380545 33.685576, -112.372625 33.691877)",201638AB,201638,0,646,202762,9,3,-1,309,,,,,2702675.676,1.889742,0.333,1.889742,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.889742,2699973,0.037037037,0.078977,1.695,1.889742,10799892,0.078977,1.695,7.356316,19.170716,10.762688,13.322023,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,1350.79821,5982.98718,end,1500_1800,1577.772
,201639AB,,2137,202485,,9,9,1,0,0.70007,1126.41263,9,20,17,99999,"LINESTRING (-112.386976 33.730609, -112.378280 33.723511)",201639BA,201639,0,2137,202485,9,3,-1,309,,,,,2702675.676,2.100204,0.333,2.100204,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,2.100204,2699973,0.037037037,0.078977,1.695,2.100204,10799892,0.078977,1.695,0.378407,0.986135,0.553628,0.68528,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,,0.47,63.69653,361.11997,end,1500_1800,169.164
