first_column,link_id,name,from_node_id,to_node_id,facility_type,link_type,vdf_code,dir_flag,cell_type,length_in_mile,length,lanes,free_speed,cutoff_speed,capacity,geometry,opposite_link_id,ID,Dir,From ID,To ID,FT,AT,volume_group,VDF_type,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_sequence,VDF_cap1,VDF_fftt1,VDF_plf1,VDF_fftt2,VDF_cap2,VDF_plf2,VDF_alpha1,VDF_beta1,QVDF_alpha1,QVDF_beta1,SA_lanes_change1,SA_lanes_change2,SA_lanes_change3,VDF_alpha2,VDF_beta2,VDF_fftt3,VDF_cap3,VDF_plf3,VDF_alpha3,VDF_beta3,VDF_fftt4,VDF_cap4,VDF_alpha4,VDF_beta4,VDF_preload1,VDF_preload2,VDF_preload3,VDF_preload4,VDF_allowed_uses1,VDF_allowed_uses2,VDF_allowed_uses3,VDF_allowed_uses4,ATR_count,screenline,screenline2,screenline3,terrain,VDF_pcesov,VDF_pcehov2,VDF_pcehov3,VDF_pcesut,VDF_pcemut,subarea_id,VDF_s4,VDF_sav4,transcad_vol_total,end,time_period,volume
,201285BA,,202615,202606,,3,3,1,0,0.58981,949.00429,1,40,34,700,"LINESTRING (-112.435918 33.645465, -112.436664 33.638992)",201285AB,201285,0,202606,202615,3,3,-1,303,,,,,2102.102102,0.8847135,0.333,0.8847135,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.8847135,2100,0.333333333,0.078977,1.695,0.8847135,8400,0.078977,1.695,12.948532,33.744152,18.944404,23.449325,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,2560.208957,11326.58688,end,1500_1800,2263.044
,201286AB,,202617,202606,,2,2,1,0,0.06539,105.21251,3,39,33.15,900,"LINESTRING (-112.433904 33.640386, -112.435038 33.640410)",201286BA,201286,0,202617,202606,2,3,-1,302,,,,,8108.108108,0.100604615,0.333,0.100604615,16200,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.100604615,8100,0.111111111,0.078977,1.695,0.100604615,32400,0.078977,1.695,20.21902,52.691198,29.581522,36.615918,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,3706.002921,15350.43627,end,1500_1800,4338.338
,201286BA,,202606,202617,,2,2,1,0,0.06539,105.21251,3,39,33.15,900,"LINESTRING (-112.435106 33.637206, -112.433972 33.637182)",201286AB,201286,0,202617,202606,2,3,-1,302,,,,,8108.108108,0.100604615,0.333,0.100604615,16200,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.100604615,8100,0.111111111,0.078977,1.695,0.100604615,32400,0.078977,1.695,19.835185,51.690916,29.01995,35.920807,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,3813.184105,18606.28718,end,1500_1800,3689.455
,201287AB,,622,202615,,9,9,1,0,0.05178,83.31402,9,20,17,99999,"LINESTRING (-112.436106 33.645188, -112.435729 33.644506)",201287BA,201287,0,622,202615,9,3,-1,309,,,,,2702675.676,0.155352,0.333,0.155352,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,0.155352,2699973,0.037037037,0.078977,1.695,0.155352,10799892,0.078977,1.695,12.948532,33.744152,18.944404,23.449325,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,2880.279501,13397.02675,end,1500_1800,2817.003
,201287BA,,202615,622,,9,9,1,0,0.05178,83.31402,9,20,17,99999,"LINESTRING (-112.432923 33.646056, -112.433300 33.646738)",201287AB,201287,0,622,202615,9,3,-1,309,,,,,2702675.676,0.155352,0.333,0.155352,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,0.155352,2699973,0.037037037,0.078977,1.695,0.155352,10799892,0.078977,1.695,13.299456,34.658666,19.457824,24.084835,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,2744.997044,12371.82598,end,1500_1800,2665.317
,201288AB,,202623,202616,,3,3,1,0,0.05879,94.59311,1,39,33.15,700,"LINESTRING (-112.434548 33.654883, -112.435568 33.654879)",201288BA,201288,0,202623,202616,3,3,-1,303,,,,,2102.102102,0.090447692,0.333,0.090447692,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.090447692,2100,0.333333333,0.078977,1.695,0.090447692,8400,0.078977,1.695,0,0,0,0,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,284.327577,1926.444222,end,1500_1800,641.509
,201288BA,,202616,202623,,3,3,1,0,0.05879,94.59311,1,39,33.15,700,"LINESTRING (-112.435568 33.651673, -112.434548 33.651677)",201288AB,201288,0,202623,202616,3,3,-1,303,,,,,2102.102102,0.090447692,0.333,0.090447692,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.090447692,2100,0.333333333,0.078977,1.695,0.090447692,8400,0.078977,1.695,0,0,0,0,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,320.070544,2070.439874,end,1500_1800,565.959
,201289AB,,202613,202610,,4,4,1,0,0.29414,473.27126,2,40,34,500,"LINESTRING (-112.426931 33.660545, -112.425608 33.664549)",201289BA,201289,0,202613,202610,4,3,-1,304,,,,,3003.003003,0.4412115,0.333,0.4412115,6000,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,0.4412115,3000,0.166666667,0.078977,1.695,0.4412115,12000,0.078977,1.695,7.37857,19.228712,10.795249,13.362327,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,690.191594,3711.705142,end,1500_1800,1290.343
,201289BA,,202610,202613,,4,4,1,0,0.29414,473.27126,2,40,34,500,"LINESTRING (-112.428652 33.665555, -112.429975 33.661551)",201289AB,201289,0,202613,202610,4,3,-1,304,,,,,3003.003003,0.4412115,0.333,0.4412115,6000,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,0.4412115,3000,0.166666667,0.078977,1.695,0.4412115,12000,0.078977,1.695,7.207451,18.782773,10.544891,13.052435,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,705.813044,4081.451528,end,1500_1800,1097.659
,201290AB,,620,202904,,9,9,1,0,0.46297,744.91873,9,20,17,99999,"LINESTRING (-112.433611 33.685677, -112.441238 33.683563)",201290BA,201290,0,620,202904,9,3,-1,309,,,,,2702675.676,1.388913,0.333,1.388913,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.388913,2699973,0.037037037,0.078977,1.695,1.388913,10799892,0.078977,1.695,0.018792,0.048972,0.027494,0.034031,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,56.977028,234.576942,end,1500_1800,29.896
,201290BA,,202904,620,,9,9,1,0,0.46297,744.91873,9,20,17,99999,"LINESTRING (-112.440382 33.680473, -112.432755 33.682587)",201290AB,201290,0,620,202904,9,3,-1,309,,,,,2702675.676,1.388913,0.333,1.388913,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.388913,2699973,0.037037037,0.078977,1.695,1.388913,10799892,0.078977,1.695,0.027314,0.07118,0.039961,0.049463,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,52.808161,294.738231,end,1500_1800,44.952
,201291AB,,633,202730,,9,9,1,0,0.56598,910.66182,9,20,17,99999,"LINESTRING (-112.399481 33.631895, -112.403180 33.639502)",201291BA,201291,0,633,202730,9,3,-1,309,,,,,2702675.676,1.697946,0.333,1.697946,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.697946,2699973,0.037037037,0.078977,1.695,1.697946,10799892,0.078977,1.695,0.824386,2.148369,1.206122,1.492933,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,896.485686,4274.709539,end,1500_1800,1344.677
,201291BA,,202730,633,,9,9,1,0,0.56598,910.66182,9,20,17,99999,"LINESTRING (-112.406062 33.638100, -112.402363 33.630493)",201291AB,201291,0,633,202730,9,3,-1,309,,,,,2702675.676,1.697946,0.333,1.697946,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,1.697946,2699973,0.037037037,0.078977,1.695,1.697946,10799892,0.078977,1.695,0.930314,2.424419,1.361101,1.684766,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,844.666425,4616.283702,end,1500_1800,1504.351
,201292AB,,202618,202621,,3,3,1,0,0.50498,812.51282,1,39,33.15,700,"LINESTRING (-112.428346 33.638862, -112.428301 33.631535)",201292BA,201292,0,202618,202621,3,3,-1,303,,,,,2102.102102,0.776895385,0.333,0.776895385,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.776895385,2100,0.333333333,0.078977,1.695,0.776895385,8400,0.078977,1.695,0.009008,0.023474,0.013179,0.016313,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,835.729347,4330.774622,end,1500_1800,1689.556
,201292BA,,202621,202618,,3,3,1,0,0.50498,812.51282,1,39,33.15,700,"LINESTRING (-112.425095 33.631555, -112.425140 33.638882)",201292AB,201292,0,202618,202621,3,3,-1,303,,,,,2102.102102,0.776895385,0.333,0.776895385,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.776895385,2100,0.333333333,0.078977,1.695,0.776895385,8400,0.078977,1.695,0.009008,0.023474,0.013179,0.016313,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,774.132493,4957.038412,end,1500_1800,1525.364
,201293AB,,202604,202603,,3,3,1,0,0.73768,1186.92712,2,39,33.15,700,"LINESTRING (-112.410756 33.639680, -112.415942 33.631820)",201293BA,201293,0,202604,202603,3,3,-1,303,,,,,4204.204204,1.134898462,0.333,1.134898462,8400,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.134898462,4200,0.166666667,0.078977,1.695,1.134898462,16800,0.078977,1.695,0,0,0,0,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,0,150.562399,end,1500_1800,0
,201293BA,,202603,202604,,3,3,1,0,0.73768,1186.92712,2,39,33.15,700,"LINESTRING (-112.413266 33.630054, -112.408080 33.637914)",201293AB,201293,0,202604,202603,3,3,-1,303,,,,,4204.204204,1.134898462,0.333,1.134898462,8400,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,1.134898462,4200,0.166666667,0.078977,1.695,1.134898462,16800,0.078977,1.695,0,0,0,0,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,0,47.842294,end,1500_1800,0
,201294AB,,202604,202602,,2,2,1,0,0.44492,715.87628,3,39,33.15,900,"LINESTRING (-112.409414 33.640400, -112.417132 33.640417)",201294BA,201294,0,202604,202602,2,3,-1,302,,,,,8108.108108,0.684493846,0.333,0.684493846,16200,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.684493846,8100,0.111111111,0.078977,1.695,0.684493846,32400,0.078977,1.695,18.727977,48.805511,27.400047,33.915694,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,2,1,1,1,2,2.5,1,0.47,4713.717986,20578.77446,end,1500_1800,6111.766
,201294BA,,202602,202604,,2,2,1,0,0.44492,715.87628,3,39,33.15,900,"LINESTRING (-112.417140 33.637211, -112.409422 33.637194)",201294AB,201294,0,202604,202602,2,3,-1,302,,,,,8108.108108,0.684493846,0.333,0.684493846,16200,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.684493846,8100,0.111111111,0.078977,1.695,0.684493846,32400,0.078977,1.695,20.215607,52.682304,29.576528,36.609736,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,2,1,1,1,2,2.5,1,0.47,4405.228636,23501.36191,end,1500_1800,5947.985
,201296AB,,202600,202599,,1,1,1,0,0.73503,1182.66327,3,68,57.8,1935,"LINESTRING (-112.418422 33.626198, -112.418247 33.636862)",,201296,1,202600,202599,1,3,17500-25000,301,,,,,17432.43243,0.648555,0.333,0.648555,34830,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.648555,17415,0.111111111,0.078977,1.695,0.648555,69660,0.078977,1.695,645.361602,1681.826153,944.198995,1168.726649,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,21341,,,,1,1,1,1,1.2,1.5,1,0.47,5110.192908,27890.53827,end,1500_1800,8468.378
,201298AB,,202597,202596,,1,1,1,0,0.73244,1178.49596,3,68,57.8,1935,"LINESTRING (-112.418445 33.636825, -112.418553 33.626198)",,201298,1,202597,202596,1,3,17500-25000,301,,,,,17432.43243,0.646267059,0.333,0.646267059,34830,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.646267059,17415,0.111111111,0.078977,1.695,0.646267059,69660,0.078977,1.695,629.873944,1641.464984,921.539712,1140.679057,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,21341,,,,1,1,1,1,1.2,1.5,1,0.47,5090.707044,28899.13779,end,1500_1800,7647.115
,201299AB,,633,202603,,9,9,1,0,0.789,1269.501,9,20,17,99999,"LINESTRING (-112.400952 33.632797, -112.414634 33.632540)",201299BA,201299,0,633,202603,9,3,-1,309,,,,,2702675.676,2.366985,0.333,2.366985,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,2.366985,2699973,0.037037037,0.078977,1.695,2.366985,10799892,0.078977,1.695,0,0,0,0,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,0,0,end,1500_1800,0
,201299BA,,202603,633,,9,9,1,0,0.789,1269.501,9,20,17,99999,"LINESTRING (-112.414574 33.629334, -112.400892 33.629591)",201299AB,201299,0,633,202603,9,3,-1,309,,,,,2702675.676,2.366985,0.333,2.366985,5399946,0.018518519,0.078977,1.695,,,,,,0.078977,1.695,2.366985,2699973,0.037037037,0.078977,1.695,2.366985,10799892,0.078977,1.695,0,0,0,0,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,0,0,end,1500_1800,0
,201300AB,,202621,202705,,3,3,1,0,0.50361,810.30849,1,39,33.15,700,"LINESTRING (-112.428301 33.631560, -112.428369 33.624253)",201300BA,201300,0,202621,202705,3,3,-1,303,,,,,2102.102102,0.774786154,0.333,0.774786154,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.774786154,2100,0.333333333,0.078977,1.695,0.774786154,8400,0.078977,1.695,15.41912,40.182556,22.559008,27.923471,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,2492.073096,8684.481899,end,1500_1800,1333.506
,201300BA,,202705,202621,,3,3,1,0,0.50361,810.30849,1,39,33.15,700,"LINESTRING (-112.425163 33.624223, -112.425095 33.631530)",201300AB,201300,0,202621,202705,3,3,-1,303,,,,,2102.102102,0.774786154,0.333,0.774786154,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.774786154,2100,0.333333333,0.078977,1.695,0.774786154,8400,0.078977,1.695,15.875877,41.372876,23.227268,28.750642,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,2444.433549,8575.950879,end,1500_1800,1569.443
,201316AB,,202618,202622,,3,3,1,0,0.72752,1170.57968,1,39,33.15,700,"LINESTRING (-112.425140 33.638866, -112.425099 33.649422)",201316BA,201316,0,202618,202622,3,3,-1,303,,,,,2102.102102,1.119264615,0.333,1.119264615,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,1.119264615,2100,0.333333333,0.078977,1.695,1.119264615,8400,0.078977,1.695,7.37857,19.228712,10.795249,13.362327,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,634.852544,3243.485217,end,1500_1800,1001.121
,201316BA,,202622,202618,,3,3,1,0,0.72752,1170.57968,1,39,33.15,700,"LINESTRING (-112.428305 33.649434, -112.428346 33.638878)",201316AB,201316,0,202618,202622,3,3,-1,303,,,,,2102.102102,1.119264615,0.333,1.119264615,4200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,1.119264615,2100,0.333333333,0.078977,1.695,1.119264615,8400,0.078977,1.695,7.207451,18.782773,10.544891,13.052435,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,594.936514,3288.802372,end,1500_1800,984.531
,201317AB,,202602,202588,,2,2,1,0,0.14654,235.78286,3,39,33.15,900,"LINESTRING (-112.417127 33.640417, -112.419669 33.640431)",201317BA,201317,0,202602,202588,2,3,-1,302,,,,,8108.108108,0.225449231,0.333,0.225449231,16200,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.225449231,8100,0.111111111,0.078977,1.695,0.225449231,32400,0.078977,1.695,43.256527,112.727436,63.286643,78.336016,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,20306,,,,1,1,1,1,1.2,1.5,1,0.47,5411.862764,24053.37848,end,1500_1800,7348.757
,201317BA,,202588,202602,,2,2,1,0,0.14654,235.78286,3,39,33.15,900,"LINESTRING (-112.419687 33.637225, -112.417145 33.637211)",201317AB,201317,0,202602,202588,2,3,-1,302,,,,,8108.108108,0.225449231,0.333,0.225449231,16200,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.225449231,8100,0.111111111,0.078977,1.695,0.225449231,32400,0.078977,1.695,4.284966,11.166714,6.269138,7.75992,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,20306,,,,1,1,1,1,1.2,1.5,1,0.47,4121.331368,20936.32453,end,1500_1800,5074.835
,201318AB,,202588,202587,,7,7,1,0,0.14138,227.48042,1,15,12.75,1200,"LINESTRING (-112.419678 33.638828, -112.418616 33.636979)",,201318,1,202588,202587,7,3,-1,307,,,,,3603.603604,0.565504,0.333,0.565504,7200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.565504,3600,0.333333333,0.078977,1.695,0.565504,14400,0.078977,1.695,42.325211,110.300406,61.924077,76.649434,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,5359,,,,1,1,1,1,1.2,1.5,1,0.47,2075.419937,12007.88103,end,1500_1800,2884.237
,201319AB,,202607,202586,,7,7,1,0,0.12384,199.25856,1,15,12.75,1200,"LINESTRING (-112.418467 33.640626, -112.419381 33.639043)",,201319,1,202607,202586,7,3,-1,307,,,,,3603.603604,0.495376,0.333,0.495376,7200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.495376,3600,0.333333333,0.078977,1.695,0.495376,14400,0.078977,1.695,4.080706,10.634409,5.970295,7.390013,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,1692,,,,1,1,1,1,1.2,1.5,1,0.47,935.206727,5572.24361,end,1500_1800,2144.33
,201320AB,,202618,202588,,2,2,1,0,0.40729,655.32961,3,39,33.15,900,"LINESTRING (-112.426753 33.637269, -112.419688 33.637225)",201320BA,201320,0,202618,202588,2,3,-1,302,,,,,8108.108108,0.626595385,0.333,0.626595385,16200,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.626595385,8100,0.111111111,0.078977,1.695,0.626595385,32400,0.078977,1.695,28.151129,73.362443,41.186626,50.980682,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,4915.142402,25439.14757,end,1500_1800,5348.428
,201320BA,,202588,202618,,2,2,1,0,0.40729,655.32961,3,39,33.15,900,"LINESTRING (-112.419668 33.640431, -112.426733 33.640475)",201320AB,201320,0,202618,202588,2,3,-1,302,,,,,8108.108108,0.626595385,0.333,0.626595385,16200,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.626595385,8100,0.111111111,0.078977,1.695,0.626595385,32400,0.078977,1.695,28.878185,75.25717,42.250351,52.297356,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,5065.460589,22120.56409,end,1500_1800,6882.443
,201321AB,,202585,202588,,7,7,1,0,0.01158,18.63222,2,15,12.75,1200,"LINESTRING (-112.419523 33.638935, -112.419678 33.638828)",,201321,1,202585,202588,7,3,-1,307,,,,,7207.207207,0.04634,0.333,0.04634,14400,0.083333333,0.078977,1.695,,,,,,0.078977,1.695,0.04634,7200,0.166666667,0.078977,1.695,0.04634,28800,0.078977,1.695,4.080706,10.634409,5.970295,7.390013,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,935.206727,5572.24361,end,1500_1800,2144.33
,201322AB,,202586,202585,,8,8,1,0,0.01106,17.79554,1,35,29.75,1200,"LINESTRING (-112.419381 33.639043, -112.419523 33.638935)",,201322,1,202586,202585,8,3,-1,308,,,,,3603.603604,0.018966857,0.333,0.018966857,7200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.018966857,3600,0.333333333,0.078977,1.695,0.018966857,14400,0.078977,1.695,4.080706,10.634409,5.970295,7.390013,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,935.206727,5572.24361,end,1500_1800,2144.33
,201323AB,,202599,202612,,1,1,1,0,0.26031,418.83879,3,68,57.8,1935,"LINESTRING (-112.418247 33.636862, -112.418240 33.640639)",,201323,1,202599,202612,1,3,-1,301,115+05691,AZ-303-LOOP-NORTHBOUND,,1,17432.43243,0.229685294,0.333,0.229685294,34830,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.229685294,17415,0.111111111,0.078977,1.695,0.229685294,69660,0.078977,1.695,601.301364,1567.004229,879.736478,1088.935142,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,1,1,1,1,1.2,1.5,1,0.47,3133.993877,16211.63464,end,1500_1800,4873.916
,201324AB,,202607,202597,,1,1,1,0,0.26197,421.50973,3,68,57.8,1935,"LINESTRING (-112.418467 33.640626, -112.418445 33.636825)",,201324,1,202607,202597,1,3,-1,301,,,,,17432.43243,0.231147353,0.333,0.231147353,34830,0.055555556,0.078977,1.695,,,,,,0.078977,1.695,0.231147353,17415,0.111111111,0.078977,1.695,0.231147353,69660,0.078977,1.695,587.548732,1531.164578,859.615634,1064.029622,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,2,1,1,1,2,2.5,1,0.47,3015.287107,16891.25676,end,1500_1800,4762.878
,201325AB,,202602,202584,,7,7,1,0,0.12614,202.95926,1,15,12.75,1200,"LINESTRING (-112.417136 33.638814, -112.418026 33.640486)",,201325,1,202602,202584,7,3,-1,307,,,,,3603.603604,0.504556,0.333,0.504556,7200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.504556,3600,0.333333333,0.078977,1.695,0.504556,14400,0.078977,1.695,3.601049,9.384409,5.268529,6.521369,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,1681,,,,1,1,1,1,1.2,1.5,1,0.47,994.156984,5639.262237,end,1500_1800,1484.321
,201326AB,,202599,202583,,7,7,1,0,0.12483,200.85147,1,15,12.75,1200,"LINESTRING (-112.418247 33.636862, -112.417276 33.638481)",,201326,1,202599,202583,7,3,-1,307,,,,,3603.603604,0.49934,0.333,0.49934,7200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.49934,3600,0.333333333,0.078977,1.695,0.49934,14400,0.078977,1.695,44.060238,114.821924,64.462517,79.791507,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,5466,,,,2,1,1,1,2,2.5,1,0.47,1976.199031,11678.90364,end,1500_1800,3594.462
,201327AB,,202587,202597,,8,8,1,0,0.01448,23.29832,1,35,29.75,1200,"LINESTRING (-112.418616 33.636979, -112.418445 33.636825)",,201327,1,202587,202597,8,3,-1,308,,,,,3603.603604,0.024831429,0.333,0.024831429,7200,0.166666667,0.078977,1.695,,,,,,0.078977,1.695,0.024831429,3600,0.333333333,0.078977,1.695,0.024831429,14400,0.078977,1.695,42.325211,110.300406,61.924077,76.649434,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,sov;hov2;hov3;sut;mut,,,,,2,1,1,1,2,2.5,1,0.47,2075.419937,12007.88103,end,1500_1800,2884.237
