link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
201606AB,qvdf,202796,202809,115-04405,US-60-EASTBOUND,1,0,2,1,2,,2,1500_1800,4504.938,668.002,4504.938,1.683,31.848,0.692,0.834,0.879,900.000,0.000,0.518,0.351,2.000,791.105,1.000,1.240,0.804,0.000,46.000,39.100,0.600,1.000,31.848,26.380,4023.991,126.351,4023.991,126.351,38.873,23.435,"LINESTRING (-112.424242 33.694542, -112.413004 33.685613)",3836.9,0.0,0.0,0.0,0.0,4294.7,0,210.2,45.977,45.906,45.836,45.765,45.695,45.625,45.554,43.253,45.638,45.737,45.835,45.934,45.972,45.890,45.807,45.724,45.641,45.558,45.476,45.393,45.310,45.227,45.144,45.061,44.979,44.896,42.559,44.993,45.109,45.225,45.341,45.458,45.574,45.690,45.806,45.923,45.640,44.561,43.482,42.402,41.323,40.243,40.528,31.261,28.070,39.374,41.194,44.077,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.67,1.67,1.67,1.67,1.67,1.67,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,4445.15,0.00,3.81,3.72,3.64,3.56,3.48,3.41,3.33,3.26,3.19,3.12,3.05,2.99,2.93,2.86,2.80,2.74,2.68,2.63,period-based
201606BA,qvdf,202809,202796,115+05201,US-60-WESTBOUND,1,0,15,1,2,,2,1500_1800,4506.938,632.066,4506.938,1.529,35.062,0.762,0.835,0.835,900.000,0.000,0.363,0.333,2.000,751.156,1.550,1.124,1.141,0.000,46.000,39.100,0.254,1.000,35.062,30.306,4025.777,114.821,4025.777,114.821,27.303,11.859,"LINESTRING (-112.411010 33.688123, -112.422248 33.697052)",3874.9,0.0,0.0,0.0,0.0,4319.1,0,187.9,45.988,45.953,45.918,45.884,45.849,45.814,45.779,43.478,45.820,45.869,45.918,45.967,45.985,45.939,45.893,45.847,45.802,45.756,45.710,45.664,45.619,45.573,45.527,45.481,45.436,45.390,43.094,45.443,45.508,45.572,45.636,45.700,45.764,45.829,45.893,45.957,45.598,44.391,43.184,41.978,40.771,39.564,41.220,32.407,31.050,37.761,41.569,43.323,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.52,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,4479.30,0.00,1.71,1.68,1.65,1.62,1.59,1.56,1.53,1.50,1.47,1.45,1.42,1.39,1.37,1.34,1.32,1.29,1.27,1.25,period-based
201607AB,qvdf,619,202480,,,-1,0,-1,1,9,,9,1500_1800,268.180,1.301,268.180,2.459,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,10.574,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,219.792,10.990,219.792,10.990,0.000,0.000,"LINESTRING (-112.395105 33.712100, -112.409022 33.714577)",266.9,0.0,0.0,0.0,0.0,163.5,0,104.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,268.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201607BA,qvdf,202480,619,,,-1,0,-1,1,9,,9,1500_1800,177.056,1.181,177.056,2.459,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,6.981,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,145.110,7.256,145.110,7.256,0.000,0.000,"LINESTRING (-112.409584 33.711421, -112.395667 33.708944)",175.9,0.0,0.0,0.0,0.0,204.9,0,-27.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,176.89,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
201610AB,qvdf,202482,202475,,,-1,0,-1,-1,3,,3,1500_1800,200.997,0.700,200.997,0.602,42.542,0.989,0.096,0.102,700.000,0.000,0.006,0.355,1.000,71.324,1.169,1.195,0.024,0.000,43.000,36.550,0.498,1.000,42.542,36.112,85.765,2.016,85.765,2.016,0.021,0.000,"LINESTRING (-112.412297 33.723055, -112.404888 33.723059)",200.3,0.0,0.0,0.0,0.0,153.7,0,47.3,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.981,42.923,42.866,42.808,42.751,42.693,42.635,42.578,40.434,42.691,42.807,42.923,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,201.16,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201610BA,qvdf,202475,202482,,,-1,0,-1,-1,3,,3,1500_1800,195.625,0.704,195.625,0.602,42.563,0.990,0.093,0.099,700.000,0.000,0.006,0.355,1.000,69.418,1.169,1.195,0.023,0.000,43.000,36.550,0.498,1.000,42.563,36.132,83.473,1.961,83.473,1.961,0.020,0.000,"LINESTRING (-112.404888 33.726265, -112.412297 33.726261)",194.9,0.0,0.0,0.0,0.0,113.7,0,82.0,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.982,42.927,42.872,42.817,42.762,42.707,42.652,42.597,40.452,42.705,42.816,42.926,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,195.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201611AB,qvdf,202478,202482,,,-1,0,-1,-1,4,,4,1500_1800,591.928,3.384,591.928,0.846,35.755,0.894,0.395,0.420,500.000,0.000,0.090,0.355,1.000,210.047,1.169,1.195,0.269,0.000,40.000,34.000,0.498,1.000,35.755,29.990,298.580,8.351,298.580,8.351,0.886,0.000,"LINESTRING (-112.413841 33.731988, -112.413900 33.724671)",588.5,0.0,0.0,0.0,0.0,460.9,0,131.0,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,39.810,39.242,38.673,38.104,37.535,36.966,36.397,35.787,33.806,36.731,37.957,39.183,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,591.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201611BA,qvdf,202482,202478,,,-1,0,-1,-1,4,,4,1500_1800,995.029,3.440,995.029,0.973,31.096,0.777,0.663,0.706,500.000,0.000,0.217,0.355,1.000,353.088,1.169,1.195,0.648,0.000,40.000,34.000,0.498,1.000,31.096,25.709,501.912,16.141,501.912,16.141,3.593,1.378,"LINESTRING (-112.410694 33.724645, -112.410635 33.731962)",991.6,0.0,0.0,0.0,0.0,633.4,0,361.6,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,39.702,38.807,37.912,37.017,36.122,35.227,34.332,31.453,27.801,35.189,36.302,38.521,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,995.03,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,period-based
201613AB,qvdf,2136,202474,,,-1,0,-1,-1,9,,9,1500_1800,69.335,0.116,69.335,1.445,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,2.734,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,33.399,1.670,33.399,1.670,0.000,0.000,"LINESTRING (-112.405049 33.731788, -112.405825 33.724829)",69.2,0.0,0.0,0.0,0.0,17.1,0,52.3,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.993,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.002,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,69.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201613BA,qvdf,202474,2136,,,-1,0,-1,-1,9,,9,1500_1800,70.132,0.116,70.132,1.445,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,2.765,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,33.783,1.689,33.783,1.689,0.000,0.000,"LINESTRING (-112.402639 33.724473, -112.401863 33.731432)",70.0,0.0,0.0,0.0,0.0,23.4,0,46.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.995,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.003,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,70.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201614AB,qvdf,202474,202484,,,-1,0,-1,-1,3,,3,1500_1800,136.864,0.584,136.864,0.776,42.760,0.994,0.065,0.069,700.000,0.000,0.004,0.355,1.000,48.567,1.169,1.195,0.013,0.000,43.000,36.550,0.498,1.000,42.760,36.321,75.709,1.771,75.709,1.771,0.010,0.000,"LINESTRING (-112.404221 33.723048, -112.394616 33.723116)",136.3,0.0,0.0,0.0,0.0,131.3,0,5.6,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.990,42.960,42.930,42.900,42.870,42.840,42.810,42.779,40.633,42.839,42.899,42.960,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,137.03,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201614BA,qvdf,202484,202474,,,-1,0,-1,-1,3,,3,1500_1800,132.291,0.588,132.291,0.776,42.774,0.995,0.063,0.067,700.000,0.000,0.004,0.355,1.000,46.944,1.169,1.195,0.012,0.000,43.000,36.550,0.498,1.000,42.774,36.333,73.179,1.711,73.179,1.711,0.009,0.000,"LINESTRING (-112.394638 33.726322, -112.404243 33.726254)",131.7,0.0,0.0,0.0,0.0,97.6,0,34.7,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.991,42.962,42.934,42.905,42.877,42.849,42.820,42.792,40.645,42.848,42.905,42.962,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,132.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201615AB,qvdf,202474,202475,,,-1,0,-1,-1,2,,2,1500_1800,195.625,0.704,195.625,0.053,42.713,0.993,0.072,0.078,900.000,0.000,0.000,0.361,1.000,70.624,1.235,1.177,0.017,0.000,43.000,36.550,0.457,1.000,42.713,36.276,7.393,0.173,7.393,0.173,0.001,0.000,"LINESTRING (-112.404205 33.726254, -112.404861 33.726265)",194.9,0.0,0.0,0.0,0.0,113.7,0,82.0,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.988,42.952,42.916,42.880,42.844,42.808,42.772,42.736,40.590,42.807,42.879,42.952,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,195.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201615BA,qvdf,202475,202474,,,-1,0,-1,-1,2,,2,1500_1800,200.997,0.700,200.997,0.053,42.700,0.993,0.074,0.081,900.000,0.000,0.000,0.361,1.000,72.563,1.235,1.177,0.017,0.000,43.000,36.550,0.457,1.000,42.700,36.263,7.596,0.178,7.596,0.178,0.001,0.000,"LINESTRING (-112.404915 33.723059, -112.404259 33.723048)",200.3,0.0,0.0,0.0,0.0,153.7,0,47.3,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.987,42.950,42.912,42.874,42.837,42.799,42.761,42.723,40.578,42.798,42.874,42.950,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,201.16,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201633AB,qvdf,2147,202485,,,-1,0,-1,1,9,,9,1500_1800,67.385,0.034,67.385,2.287,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,2.657,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,51.371,2.569,51.371,2.569,0.000,0.000,"LINESTRING (-112.367896 33.717174, -112.376101 33.725854)",67.4,0.0,0.0,0.0,0.0,28.8,0,38.6,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.980,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.946,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,67.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201633BA,qvdf,202485,2147,,,-1,0,-1,-1,9,,9,1500_1800,68.431,0.034,68.431,2.287,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,2.698,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,52.168,2.608,52.168,2.608,0.000,0.000,"LINESTRING (-112.378431 33.723652, -112.370226 33.714972)",68.4,0.0,0.0,0.0,0.0,40.1,0,28.3,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.982,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.948,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,68.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201634AB,qvdf,202487,202467,0,AZ-303-LOOP-NORTHBOUND,1,0,7,1,1,,1,1500_1800,5492.336,478.939,5492.336,1.777,58.615,0.862,0.473,0.481,1935.000,0.000,0.245,0.339,2.000,931.382,1.000,1.240,0.290,0.000,68.000,57.800,0.600,1.000,58.615,49.244,9535.189,162.675,9535.189,162.675,22.452,0.000,"LINESTRING (-112.389369 33.692288, -112.359900 33.696558)",5013.4,0.0,0.0,0.0,0.0,5458.6,0,33.7,67.996,67.982,67.969,67.956,67.943,67.930,67.916,64.516,67.932,67.951,67.969,67.988,67.997,67.988,67.979,67.970,67.961,67.952,67.942,67.933,67.924,67.915,67.906,67.897,67.888,67.879,64.481,67.890,67.903,67.915,67.928,67.941,67.953,67.966,67.979,67.992,67.578,66.314,65.049,63.784,62.520,61.255,59.990,58.659,55.401,60.684,63.428,66.171,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,5491.78,0.00,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,period-based
201635AB,qvdf,202466,202488,0,AZ-303-LOOP-SOUTHBOUND,1,0,2,1,1,,1,1500_1800,6718.218,440.608,6718.218,1.855,55.497,0.816,0.579,0.589,1935.000,0.000,0.341,0.339,2.000,1139.265,1.000,1.240,0.407,0.000,68.000,57.800,0.600,1.000,55.497,46.446,11529.739,207.753,11529.739,207.753,38.198,8.277,"LINESTRING (-112.360367 33.696725, -112.389505 33.692538)",6277.6,0.0,0.0,0.0,0.0,6612.5,0,105.7,67.996,67.985,67.973,67.962,67.950,67.939,67.927,64.527,67.941,67.957,67.973,67.989,67.997,67.989,67.982,67.974,67.966,67.958,67.950,67.942,67.934,67.926,67.919,67.911,67.903,67.895,64.497,67.904,67.915,67.926,67.937,67.948,67.960,67.971,67.982,67.993,67.527,66.107,64.688,63.268,61.848,60.429,59.009,58.075,54.203,59.460,62.663,65.865,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,6717.79,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
201636AB,qvdf,202763,202762,,,-1,0,-1,1,3,,3,1500_1800,1872.673,10.763,1872.673,3.225,26.480,0.679,0.892,0.949,700.000,0.000,1.035,0.355,1.000,664.522,1.169,1.195,1.070,0.000,39.000,33.150,0.498,1.000,26.480,21.632,2665.693,100.667,2665.693,100.667,32.316,20.254,"LINESTRING (-112.357630 33.687879, -112.381506 33.688432)",1861.9,0.0,0.0,0.0,0.0,1823.0,0,49.7,39.000,39.000,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.997,38.997,38.997,38.996,38.996,37.046,38.996,38.997,38.997,38.998,38.998,38.998,38.999,38.999,39.000,38.667,37.669,36.671,35.672,34.674,33.676,34.393,23.946,22.435,30.280,35.689,36.903,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,1872.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201636BA,qvdf,202762,202763,,,-1,0,-1,1,3,,3,1500_1800,1649.052,10.671,1649.052,3.025,28.238,0.724,0.785,0.836,700.000,0.000,0.835,0.355,1.000,585.169,1.169,1.195,0.863,0.000,39.000,33.150,0.498,1.000,28.238,23.194,2347.376,83.128,2347.376,83.128,22.939,12.318,"LINESTRING (-112.381580 33.685228, -112.357704 33.684675)",1638.4,0.0,0.0,0.0,0.0,1632.2,0,16.8,39.000,39.000,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.997,38.997,38.997,38.996,38.996,37.046,38.997,38.997,38.997,38.998,38.998,38.999,38.999,38.999,39.000,38.689,37.757,36.825,35.892,34.960,34.028,35.803,26.671,24.406,34.664,34.714,37.286,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,1649.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201637AB,qvdf,202465,202464,,,-1,0,-1,-1,3,,3,1500_1800,508.918,4.972,508.918,1.387,40.876,0.951,0.242,0.258,700.000,0.000,0.069,0.355,1.000,180.591,1.169,1.195,0.118,0.000,43.000,36.550,0.498,1.000,40.876,34.530,480.968,11.766,480.968,11.766,0.581,0.000,"LINESTRING (-112.344208 33.724884, -112.344356 33.711172)",503.9,0.0,0.0,0.0,0.0,507.9,0,1.0,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.999,42.999,42.999,42.999,42.999,42.999,42.999,42.999,40.849,42.999,42.999,42.999,42.999,42.999,43.000,43.000,43.000,43.000,42.909,42.635,42.362,42.088,41.815,41.541,41.268,40.994,38.860,41.496,42.060,42.624,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,508.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
