link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
201528AB,qvdf,650,202506,,,-1,0,-1,1,9,,9,1500_1800,1122.896,0.331,1122.896,2.757,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,44.274,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1031.952,51.597,1031.952,51.597,0.000,0.000,"LINESTRING (-112.373203 33.666088, -112.386731 33.673149)",1122.6,0.0,0.0,0.0,0.0,1042.7,0,80.2,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1122.92,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201528BA,qvdf,202506,650,,,-1,0,-1,1,9,,9,1500_1800,596.617,0.478,596.617,2.757,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,23.523,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,548.297,27.415,548.297,27.415,0.000,0.000,"LINESTRING (-112.388215 33.670307, -112.374687 33.663246)",596.1,0.0,0.0,0.0,0.0,557.7,0,38.9,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,596.74,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201529AB,qvdf,2061,202515,,,-1,0,-1,1,9,,9,1500_1800,1631.220,7.846,1631.220,1.788,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,64.316,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,972.076,48.604,972.076,48.604,0.000,0.000,"LINESTRING (-112.385657 33.657482, -112.377878 33.651786)",1623.4,0.0,0.0,0.0,0.0,1507.6,0,123.6,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1631.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201529BA,qvdf,202515,2061,,,-1,0,-1,1,9,,9,1500_1800,1767.810,8.153,1767.810,1.788,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,69.701,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1053.474,52.674,1053.474,52.674,0.000,0.000,"LINESTRING (-112.375984 33.654372, -112.383763 33.660068)",1759.7,0.0,0.0,0.0,0.0,1599.9,0,167.9,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1767.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201530AB,qvdf,202519,202518,,,-1,0,-1,1,3,,3,1500_1800,313.118,7.635,313.118,0.809,38.670,0.992,0.083,0.089,625.000,0.000,0.007,0.355,2.000,55.555,1.169,1.195,0.019,0.000,39.000,33.150,0.498,1.000,38.670,32.834,163.241,4.221,163.241,4.221,0.036,0.000,"LINESTRING (-112.372662 33.669452, -112.365817 33.664528)",305.5,0.0,0.0,0.0,0.0,436.6,0,-123.5,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,39.000,39.000,39.000,39.000,39.000,39.000,38.986,38.945,38.903,38.862,38.820,38.779,38.737,38.696,36.750,38.778,38.861,38.944,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,314.54,0.00,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,period-based
201530BA,qvdf,202518,202519,,,-1,0,-1,1,3,,3,1500_1800,1381.420,8.248,1381.420,0.887,35.273,0.904,0.368,0.392,625.000,0.000,0.085,0.355,2.000,245.100,1.169,1.195,0.239,0.000,39.000,33.150,0.498,1.000,35.273,29.625,720.189,20.417,720.189,20.417,1.951,0.000,"LINESTRING (-112.363945 33.667130, -112.370790 33.672054)",1373.2,0.0,0.0,0.0,0.0,1455.5,0,-74.1,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.835,38.339,37.844,37.348,36.853,36.358,35.862,35.629,33.696,36.178,37.236,38.295,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,1381.31,0.00,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,period-based
201531AB,qvdf,202519,202505,,,-1,0,-1,1,3,,3,1500_1800,1345.760,8.501,1345.760,0.803,35.420,0.908,0.359,0.382,625.000,0.000,0.074,0.355,2.000,238.773,1.169,1.195,0.229,0.000,39.000,33.150,0.498,1.000,35.420,29.762,637.836,18.008,637.836,18.008,1.653,0.000,"LINESTRING (-112.371363 33.672314, -112.379186 33.674132)",1337.3,0.0,0.0,0.0,0.0,1166.1,0,179.7,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.842,38.367,37.893,37.418,36.943,36.469,35.994,35.901,33.967,36.305,37.316,38.326,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,1345.97,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,period-based
201531BA,qvdf,202505,202519,,,-1,0,-1,1,3,,3,1500_1800,1303.475,8.945,1303.475,0.799,35.592,0.913,0.348,0.370,625.000,0.000,0.070,0.355,2.000,231.270,1.169,1.195,0.217,0.000,39.000,33.150,0.498,1.000,35.592,29.923,617.795,17.358,617.795,17.358,1.517,0.000,"LINESTRING (-112.379912 33.671010, -112.372089 33.669192)",1294.5,0.0,0.0,0.0,0.0,1323.7,0,-20.3,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,38.999,39.000,39.000,39.000,39.000,38.850,38.399,37.949,37.499,37.048,36.598,36.148,36.222,34.287,36.452,37.408,38.363,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,1306.93,0.00,-0.21,-0.21,-0.20,-0.20,-0.20,-0.19,-0.19,-0.19,-0.18,-0.18,-0.18,-0.17,-0.17,-0.17,-0.17,-0.16,-0.16,-0.16,period-based
201532AB,qvdf,202735,202733,,,-1,0,-1,1,3,,3,1500_1800,4229.813,2.016,4229.813,0.652,25.229,0.647,1.007,1.072,700.000,0.000,0.230,0.355,2.000,750.479,1.169,1.195,1.270,0.000,39.000,33.150,0.498,1.000,25.229,20.312,1160.322,45.992,1160.322,45.992,16.240,10.990,"LINESTRING (-112.391982 33.670416, -112.394413 33.667075)",4227.8,0.0,0.0,0.0,0.0,4073.2,0,156.6,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.643,37.571,36.500,35.429,34.357,33.192,27.594,21.614,20.771,25.082,32.227,36.329,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,4243.19,0.00,-0.82,-0.81,-0.79,-0.78,-0.77,-0.75,-0.74,-0.72,-0.71,-0.70,-0.69,-0.68,-0.66,-0.65,-0.64,-0.63,-0.62,-0.61,period-based
201532BA,qvdf,202733,202735,,,-1,0,-1,1,3,,3,1500_1800,3486.311,1.691,3486.311,0.599,27.490,0.705,0.830,0.884,700.000,0.000,0.177,0.355,2.000,618.562,1.169,1.195,0.948,0.000,39.000,33.150,0.498,1.000,27.490,22.527,956.365,34.790,956.365,34.790,10.268,5.940,"LINESTRING (-112.391821 33.665189, -112.389390 33.668530)",3484.6,0.0,0.0,0.0,0.0,3380.0,0,106.3,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.681,37.722,36.764,35.806,34.847,33.889,34.569,25.448,23.542,32.900,34.368,37.147,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,3486.67,0.00,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201533AB,qvdf,202735,202504,115-04403,US-60-EASTBOUND,1,0,10,1,2,,2,1500_1800,3813.438,96.982,3813.438,2.327,33.852,0.868,0.471,0.467,900.000,0.000,0.307,0.331,3.000,420.236,1.000,1.240,0.275,0.000,39.000,33.150,0.600,1.000,33.852,28.455,5006.015,147.879,5006.015,147.879,19.520,0.000,"LINESTRING (-112.391637 33.668183, -112.374560 33.655602)",3716.5,0.0,0.0,0.0,0.0,3733.4,0,80.1,39.000,38.998,38.997,38.996,38.995,38.994,38.992,37.042,38.994,38.996,38.997,38.999,39.000,38.998,38.997,38.996,38.994,38.993,38.992,38.990,38.989,38.988,38.986,38.985,38.984,38.982,37.035,38.984,38.986,38.988,38.989,38.991,38.993,38.995,38.997,38.999,38.770,38.079,37.388,36.697,36.006,35.315,34.624,34.019,32.147,35.021,36.513,38.005,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,3809.62,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,period-based
201533BA,qvdf,202504,202735,115+04406,US-60-WESTBOUND,1,0,7,1,2,,2,1500_1800,4060.642,81.220,4060.642,2.535,31.070,0.797,0.501,0.570,900.000,0.000,0.515,0.379,3.000,513.390,1.294,1.124,0.500,0.000,39.000,33.150,0.597,1.000,31.070,25.535,5330.527,171.567,5330.527,171.567,34.887,10.767,"LINESTRING (-112.372658 33.658182, -112.389735 33.670763)",3979.4,0.0,0.0,0.0,0.0,4065.9,0,-5.3,39.000,38.999,38.998,38.998,38.997,38.996,38.995,37.045,38.996,38.997,38.998,38.999,39.000,38.999,38.999,38.998,38.998,38.997,38.997,38.996,38.996,38.995,38.995,38.994,38.994,38.993,37.043,38.994,38.995,38.995,38.996,38.997,38.997,38.998,38.999,39.000,38.721,37.886,37.050,36.215,35.379,34.543,33.708,31.414,28.875,33.802,35.751,37.700,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,4062.23,0.00,-0.10,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,period-based
201534AB,qvdf,649,202505,,,-1,0,-1,1,9,,9,1500_1800,1588.016,8.116,1588.016,1.229,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,62.612,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,650.594,32.530,650.594,32.530,0.000,0.000,"LINESTRING (-112.380994 33.678556, -112.381151 33.672613)",1579.9,0.0,0.0,0.0,0.0,1466.0,0,122.0,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1588.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201534BA,qvdf,202505,649,,,-1,0,-1,1,9,,9,1500_1800,2119.876,8.219,2119.876,1.229,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,83.582,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,868.492,43.425,868.492,43.425,0.000,0.000,"LINESTRING (-112.377947 33.672529, -112.377790 33.678472)",2111.7,0.0,0.0,0.0,0.0,1753.1,0,366.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,2119.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201535AB,qvdf,649,202761,,,-1,0,-1,1,9,,9,1500_1800,147.351,0.000,147.351,2.190,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,5.810,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,107.568,5.378,107.568,5.378,0.000,0.000,"LINESTRING (-112.378568 33.679889, -112.388867 33.686058)",147.4,0.0,0.0,0.0,0.0,146.6,0,0.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,147.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201535BA,qvdf,202761,649,,,-1,0,-1,1,9,,9,1500_1800,173.539,0.000,173.539,2.190,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,6.842,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,126.685,6.334,126.685,6.334,0.000,0.000,"LINESTRING (-112.390515 33.683308, -112.380216 33.677139)",173.5,0.0,0.0,0.0,0.0,173.4,0,0.1,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,173.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201536AB,qvdf,202505,202506,,,-1,0,-1,1,3,,3,1500_1800,1575.887,1.580,1575.887,0.788,35.167,0.902,0.375,0.399,700.000,0.000,0.077,0.355,2.000,279.603,1.169,1.195,0.247,0.000,39.000,33.150,0.498,1.000,35.167,29.526,728.296,20.710,728.296,20.710,2.035,0.000,"LINESTRING (-112.379719 33.674165, -112.387643 33.673322)",1574.3,0.0,0.0,0.0,0.0,1648.0,0,-72.1,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.830,38.319,37.809,37.298,36.787,36.277,35.766,35.435,33.502,36.085,37.178,38.271,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,1574.90,0.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,period-based
201536BA,qvdf,202506,202505,,,-1,0,-1,1,3,,3,1500_1800,2065.462,2.127,2065.462,0.834,33.265,0.853,0.492,0.524,700.000,0.000,0.123,0.355,2.000,366.467,1.169,1.195,0.390,0.000,39.000,33.150,0.498,1.000,33.265,27.760,954.553,28.695,954.553,28.695,4.220,0.000,"LINESTRING (-112.387303 33.670134, -112.379379 33.670977)",2063.3,0.0,0.0,0.0,0.0,2092.7,0,-27.3,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.735,37.941,37.146,36.352,35.558,34.763,33.969,34.004,32.111,34.250,36.031,37.812,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,2067.71,0.00,-0.15,-0.14,-0.14,-0.14,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,-0.11,-0.10,-0.10,-0.10,-0.10,period-based
201537AB,qvdf,202735,202506,,,-1,0,-1,1,3,,3,1500_1800,2478.278,2.605,2478.278,0.464,31.584,0.810,0.590,0.628,700.000,0.000,0.088,0.355,2.000,439.711,1.169,1.195,0.531,0.000,39.000,33.150,0.498,1.000,31.584,26.217,604.972,19.155,604.972,19.155,3.642,0.905,"LINESTRING (-112.389765 33.668161, -112.386552 33.670416)",2475.7,0.0,0.0,0.0,0.0,2650.4,0,-172.2,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.719,37.876,37.032,36.189,35.346,34.503,33.659,33.250,29.072,35.598,35.681,37.672,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,2480.58,0.00,-0.15,-0.15,-0.14,-0.14,-0.14,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,-0.11,-0.10,-0.10,-0.10,period-based
201537BA,qvdf,202506,202735,,,-1,0,-1,1,3,,3,1500_1800,2514.981,1.910,2514.981,0.466,31.433,0.806,0.599,0.637,700.000,0.000,0.090,0.355,2.000,446.223,1.169,1.195,0.545,0.000,39.000,33.150,0.498,1.000,31.433,26.080,613.932,19.532,613.932,19.532,3.789,1.011,"LINESTRING (-112.388394 33.673040, -112.391607 33.670785)",2513.1,0.0,0.0,0.0,0.0,2690.7,0,-175.8,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.718,37.871,37.025,36.178,35.332,34.485,33.639,32.970,28.821,35.492,35.650,37.660,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,2513.94,0.00,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,period-based
201538AB,qvdf,650,202518,,,-1,0,-1,1,9,,9,1500_1800,1181.073,0.008,1181.073,1.585,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,46.567,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,624.150,31.207,624.150,31.207,0.000,0.000,"LINESTRING (-112.373741 33.663077, -112.364677 33.664239)",1181.1,0.0,0.0,0.0,0.0,996.2,0,184.9,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.486,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.563,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1181.43,0.00,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,period-based
