link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity1,free_speed_km,,link_type_name,link_type,link_type_code,cost,geometry,original_link_id,original_node_id,original_osm_node_id,main_node_id,movement_str,TMC,free_speed,VDF_alpha1,VDF_beta1,,VDF_fftt1,VDF_cap1,capacity_utdf,main_node_id,link_capacity,capacity,saturation_flow_rate,green_time,phase_id,cycle_length,priority
7761,284201,284203,,,25.99998372,5,,,,secondary,4,a,,"LINESTRING (-112.06484 33.65493,-112.06512 33.65493)",,2842,4348036274,,,,40,0.15,4,,0.024238642,2855,,,2855,2855,,,,,
7762,193900,193902,,,26.20138886,2,,,,secondary,4,a,,"LINESTRING (-112.0637 33.65476,-112.06342 33.65478)",,1939,3605399991,,,,40,0.15,4,,0.024426404,1142,,,1142,1142,,,,,
7763,283903,283901,,,30.16022842,3,,,,secondary,4,a,,"LINESTRING (-112.06383 33.65489,-112.06416 33.65491)",,2839,4348036271,,,,40,0.15,4,,0.028117056,1713,,,1713,1713,,,,,
7764,283802,283800,,,23.91877865,2,,,,secondary,4,a,,"LINESTRING (-112.06304 33.65478,-112.06278 33.65478)",,2838,4348036270,,,,40,0.15,4,,0.022298426,1142,,,1142,1142,,,,,
7765,193903,193901,,,29.71905407,3,,,,secondary,4,a,,"LINESTRING (-112.06338 33.6549,-112.0637 33.65489)",,1939,3605399991,,,,40,0.15,4,,0.027705768,1713,,,1713,1713,,,,,
7766,284202,284200,,,24.00001357,4,,,,secondary,4,a,,"LINESTRING (-112.0651 33.65475,-112.06484 33.65475)",,2842,4348036274,,,,40,0.15,4,,0.022374158,2284,,,2284,2284,,,,,
7767,185903,185900,,,8.248696202,1,,,,secondary,4,a,,"LINESTRING (-112.06539 33.65493,-112.0655 33.65496)",,1859,3213725144,,WBR,,40,0.15,4,,0.007689897,571,,,571,571,,,,,
7768,185903,185905,,,32.18582861,3,,,,secondary,4,a,,"LINESTRING (-112.06539 33.65493,-112.06573 33.65489)",,1859,3213725144,,WBT,,40,0.15,4,,0.030005434,1713,,,1713,571,,,,,
7769,185903,185907,,,27.91830402,1,,,,secondary,4,a,,"LINESTRING (-112.06539 33.65493,-112.06566 33.65471)",,1859,3213725144,,WBL,,40,0.15,4,,0.036157661,671,,,671,671,,,,,
7770,185904,185900,,,26.22359682,1,,,,secondary,4,a,,"LINESTRING (-112.06575 33.65475,-112.0655 33.65496)",,1859,3213725144,,EBL,,40,0.15,4,,0.018944323,671,,,671,671,,,,,
7771,185904,185902,,,32.19703604,2,,,,secondary,4,a,,"LINESTRING (-112.06575 33.65475,-112.06541 33.65475)",,1859,3213725144,,EBT,,40,0.15,4,,0.030015882,1142,,,1142,571,,,,,
7772,185904,185907,,,5.195259743,1,,,,secondary,4,a,,"LINESTRING (-112.06575 33.65475,-112.06566 33.65471)",,1859,3213725144,,EBR,,40,0.15,4,,0.004843312,571,,,571,571,,,,,
7773,348401,348403,,,26.0027191,2,,,,secondary,4,a,,"LINESTRING (-112.06595 33.65489,-112.06623 33.65487)",,3484,5162743722,,,,40,0.15,4,,0.024241192,1142,,,1142,1142,,,,,
7774,284002,284000,,,24.00000697,2,,,,secondary,4,a,,"LINESTRING (-112.06457 33.65475,-112.06431 33.65478)",,2840,4348036272,,,,40,0.15,4,,0.022374152,1142,,,1142,1142,,,,,
7775,284103,284101,,,19.99998244,5,,,,secondary,4,a,,"LINESTRING (-112.06457 33.65493,-112.06479 33.65493)",,2841,4348036273,,,,40,0.15,4,,0.018645105,2855,,,2855,2855,,,,,
7776,13100,13102,,,25.99820092,2,,,,secondary,4,a,,"LINESTRING (-112.05706 33.65477,-112.05678 33.65479)",,131,41586935,,EBT,,41,0.15,4,,0.023645834,1343,,,1343,671.5,,,,,
7777,284301,284303,,,23.9993036,2,,,,secondary,4,a,,"LINESTRING (-112.05738 33.65488,-112.05764 33.65488)",,2843,4348036275,,,,41,0.15,4,,0.021827801,1343,,,1343,1343,,,,,
7778,284400,284402,,,24.00198,2,,,,secondary,4,a,,"LINESTRING (-112.0564 33.65479,-112.05614 33.6548)",,2844,4348036276,,,,41,0.15,4,,0.021830235,1343,,,1343,1343,,,,,
7779,13103,13101,,,26.02745552,2,,,,secondary,4,a,,"LINESTRING (-112.05676 33.6549,-112.05704 33.65488)",,131,41586935,,WBT,,41,0.15,4,,0.023672442,1343,,,1343,671.5,,,,,
7780,42200,42202,,,24.0051384,2,,,,secondary,4,a,,"LINESTRING (-112.06175 33.65478,-112.06149 33.65478)",,422,42215549,,,,41,0.15,4,,0.021833108,1343,,,1343,1343,,,,,
7781,283703,283701,,,25.9999883,2,,,,secondary,4,a,,"LINESTRING (-112.06196 33.65488,-112.06224 33.65491)",,2837,4348036269,,,,41,0.15,4,,0.02364746,1343,,,1343,1343,,,,,
7782,26400,26402,,,23.99895627,2,,,,secondary,4,a,,"LINESTRING (-112.06138 33.65478,-112.06112 33.65478)",,264,41644282,,,,41,0.15,4,,0.021827485,1343,,,1343,1343,,,,,
7783,42203,42201,,,23.99485585,2,,,,secondary,4,a,,"LINESTRING (-112.06149 33.65488,-112.06175 33.65488)",,422,42215549,,,,41,0.15,4,,0.021823756,1343,,,1343,1343,,,,,
7784,42300,42302,,,23.91426328,2,,,,secondary,4,a,,"LINESTRING (-112.0602 33.65479,-112.05994 33.65479)",,423,42215556,,,,41,0.15,4,,0.021750455,1343,,,1343,1343,,,,,
7785,26403,26401,,,24.00104349,2,,,,secondary,4,a,,"LINESTRING (-112.06112 33.65488,-112.06138 33.65488)",,264,41644282,,,,41,0.15,4,,0.021829384,1343,,,1343,1343,,,,,
7786,284302,284300,,,26.00069598,2,,,,secondary,4,a,,"LINESTRING (-112.05764 33.65479,-112.05736 33.65477)",,2843,4348036275,,,,41,0.15,4,,0.023648104,1343,,,1343,1343,,,,,
7787,42303,42301,,,24.08416568,2,,,,secondary,4,a,,"LINESTRING (-112.05994 33.65488,-112.0602 33.65488)",,423,42215556,,,,41,0.15,4,,0.021904985,1343,,,1343,1343,,,,,
7788,42000,42002,,,24.00042708,2,,,,secondary,4,a,,"LINESTRING (-112.07168 33.65471,-112.07142 33.65471)",,420,42203785,,,,40,0.15,4,,0.022374544,1142,,,1142,1142,,,,,
7789,285201,285203,,,25.99971806,2,,,,secondary,4,a,,"LINESTRING (-112.07334 33.65479,-112.07362 33.6548)",,2852,4348038806,,,,40,0.15,4,,0.024238395,1142,,,1142,1142,,,,,
7790,22400,22402,,,23.99575722,2,,,,secondary,4,a,,"LINESTRING (-112.06921 33.65474,-112.06895 33.65474)",,224,41621455,,,,40,0.15,4,,0.02237019,1142,,,1142,1142,,,,,
7791,42003,42001,,,23.99957288,2,,,,secondary,4,a,,"LINESTRING (-112.07142 33.65481,-112.07168 33.65481)",,420,42203785,,,,40,0.15,4,,0.022373747,1142,,,1142,1142,,,,,
7792,42100,42102,,,24.03842132,2,,,,secondary,4,a,,"LINESTRING (-112.06752 33.65475,-112.06726 33.65476)",,421,42215535,,,,40,0.15,4,,0.022409964,1142,,,1142,1142,,,,,
7793,22403,22401,,,24.00423887,2,,,,secondary,4,a,,"LINESTRING (-112.06895 33.65483,-112.06921 33.65483)",,224,41621455,,,,40,0.15,4,,0.022378097,1142,,,1142,1142,,,,,
7794,283600,283602,,,28.0055783,2,,,,secondary,4,a,,"LINESTRING (-112.0668 33.65477,-112.0665 33.65474)",,2836,4348036268,,,,40,0.15,4,,0.02610837,1142,,,1142,1142,,,,,
7795,285301,285303,,,25.99525178,2,,,,secondary,4,a,,"LINESTRING (-112.06687 33.65486,-112.06715 33.65487)",,2853,4348038807,,,,40,0.15,4,,0.024234231,1142,,,1142,1142,,,,,
7796,285302,285300,,,24.0047447,2,,,,secondary,4,a,,"LINESTRING (-112.06713 33.65476,-112.06687 33.65476)",,2853,4348038807,,,,40,0.15,4,,0.022378569,1142,,,1142,1142,,,,,
7797,42103,42101,,,25.96124215,2,,,,secondary,4,a,,"LINESTRING (-112.06724 33.65487,-112.06752 33.65485)",,421,42215535,,,,40,0.15,4,,0.024202525,1142,,,1142,1142,,,,,
7798,285202,285200,,,24.00028191,2,,,,secondary,4,a,,"LINESTRING (-112.0736 33.65469,-112.07334 33.65469)",,2852,4348038806,,,,40,0.15,4,,0.022374408,1142,,,1142,1142,,,,,
7799,15501,15502,,,26.01411862,1,,,,secondary,4,a,,"LINESTRING (-112.07404 33.6548,-112.07432 33.65478)",,155,41613847,,WBT,,40,0.15,4,,0.02425182,571,,,571,571,,,,,
7800,15501,15505,,,21.05886185,1,,,,secondary,4,a,,"LINESTRING (-112.07404 33.6548,-112.07423 33.65466)",,155,41613847,,WBL,,40,0.15,4,,0.033192317,671,,,671,671,,,,,
7801,15501,15507,,,10.71892527,1,,,,secondary,4,a,,"LINESTRING (-112.07404 33.6548,-112.07415 33.6548)",,155,41613847,,WBR,,40,0.15,4,,0.009992783,571,,,571,571,,,,,
7802,285000,285002,,,29.99730393,3,,72,,secondary,4,a,,"LINESTRING (-112.09861 33.65478,-112.09893 33.65479)",,2850,4348038804,,,,40,0.15,4,,0.027965168,1713,,,1713,1713,,,,,
7803,168001,168003,,,23.91403993,2,,72,,secondary,4,a,,"LINESTRING (-112.09832 33.65466,-112.09806 33.65466)",,1680,2680020756,,,,40,0.15,4,,0.022294009,1142,,,1142,1142,,,,,
7804,284600,284602,,,26.00047403,2,,72,,secondary,4,a,,"LINESTRING (-112.09204 33.65466,-112.09232 33.65468)",,2846,4348038800,,,,40,0.15,4,,0.024239099,1142,,,1142,1142,,,,,
7805,12901,12903,,,25.99678411,1,,72,,secondary,4,a,,"LINESTRING (-112.09168 33.65455,-112.0914 33.65456)",,129,41583944,,EBT,,40,0.15,4,,0.02423566,571,,,571,571,,,,,
7806,12901,12905,,,20.79715122,1,,72,,secondary,4,a,,"LINESTRING (-112.09168 33.65455,-112.09149 33.65468)",,129,41583944,,EBL,,40,0.15,4,,0.029678415,671,,,671,671,,,,,
7807,12901,12906,,,10.92104773,1,,72,,secondary,4,a,,"LINESTRING (-112.09168 33.65455,-112.09156 33.65454)",,129,41583944,,EBR,,40,0.15,4,,0.010181213,571,,,571,571,,,,,
7808,168002,168000,,,28.11264199,3,,72,,secondary,4,a,,"LINESTRING (-112.09804 33.65477,-112.09834 33.65477)",,1680,2680020756,,,,40,0.15,4,,0.026208181,1713,,,1713,1713,,,,,
7809,284901,284903,,,13.00452032,2,,72,,secondary,4,a,,"LINESTRING (-112.09786 33.65465,-112.09772 33.65465)",,2849,4348038803,,,,40,0.15,4,,0.012123543,1142,,,1142,1142,,,,,
7810,12902,12900,,,25.94890518,1,,72,,secondary,4,a,,"LINESTRING (-112.09138 33.65467,-112.09166 33.65466)",,129,41583944,,WBT,,40,0.15,4,,0.024191024,571,,,571,571,,,,,
7811,12902,12905,,,10.85463947,1,,72,,secondary,4,a,,"LINESTRING (-112.09138 33.65467,-112.09149 33.65468)",,129,41583944,,WBR,,40,0.15,4,,0.010119303,571,,,571,571,,,,,
7812,12902,12906,,,20.88809156,1,,72,,secondary,4,a,,"LINESTRING (-112.09138 33.65467,-112.09156 33.65454)",,129,41583944,,WBL,,40,0.15,4,,0.00671782,671,,,671,671,,,,,
7813,284501,284503,,,23.99888855,2,,72,,secondary,4,a,,"LINESTRING (-112.091 33.65457,-112.09074 33.65457)",,2845,4348038799,,,,40,0.15,4,,0.022373109,1142,,,1142,1142,,,,,
7814,285102,285100,,,23.99994305,2,,,,secondary,4,a,,"LINESTRING (-112.07475 33.65477,-112.07501 33.65477)",,2851,4348038805,,,,40,0.15,4,,0.022374092,1142,,,1142,1142,,,,,
7815,15503,15500,,,25.98522786,1,,,,secondary,4,a,,"LINESTRING (-112.07434 33.65467,-112.07406 33.65469)",,155,41613847,,EBT,,40,0.15,4,,0.024224886,571,,,571,571,,,,,
7816,15503,15505,,,10.6049198,1,,,,secondary,4,a,,"LINESTRING (-112.07434 33.65467,-112.07423 33.65466)",,155,41613847,,EBR,,40,0.15,4,,0.009886501,571,,,571,571,,,,,
7817,15503,15507,,,21.0008393,1,,,,secondary,4,a,,"LINESTRING (-112.07434 33.65467,-112.07415 33.6548)",,155,41613847,,EBL,,40,0.15,4,,0.030797135,671,,,671,671,,,,,
7818,16700,16702,,,30.12947347,2,,72,,secondary,4,a,,"LINESTRING (-112.0996 33.6548,-112.09993 33.65478)",,167,41613877,,WBT,,40,0.15,4,,0.028088384,1142,,,1142,571,,,,,
7819,16700,16704,,,5.695064153,1,,72,,secondary,4,a,,"LINESTRING (-112.0996 33.6548,-112.0997 33.65485)",,167,41613877,,WBR,,40,0.15,4,,0.005309258,571,,,571,571,,,,,
7820,16700,16707,,,26.04101803,1,,72,,secondary,4,a,,"LINESTRING (-112.0996 33.6548,-112.09985 33.65459)",,167,41613877,,WBL,,40,0.15,4,,0.006228537,671,,,671,671,,,,,
7821,285003,285001,,,24.00202118,2,,72,,secondary,4,a,,"LINESTRING (-112.09889 33.65467,-112.09863 33.65466)",,2850,4348038804,,,,40,0.15,4,,0.02237603,1142,,,1142,1142,,,,,
7822,133800,133802,,,26.00082232,1,,,,secondary,4,a,,"LINESTRING (-112.08267 33.65471,-112.08295 33.65469)",,1338,1975455550,,WBT,,40,0.15,4,,0.024239424,571,,,571,571,,,,,
7823,133800,133805,,,7.01999153,1,,,,secondary,4,a,,"LINESTRING (-112.08267 33.65471,-112.08277 33.65475)",,1338,1975455550,,WBR,,40,0.15,4,,0.00654443,571,,,571,571,,,,,
7824,133800,133806,,,23.44888684,1,,,,secondary,4,a,,"LINESTRING (-112.08267 33.65471,-112.08288 33.65453)",,1338,1975455550,,WBL,,40,0.15,4,,0.026315199,671,,,671,671,,,,,
7825,284801,284803,,,24.00012602,2,,,,secondary,4,a,,"LINESTRING (-112.08209 33.6546,-112.08183 33.6546)",,2848,4348038802,,,,40,0.15,4,,0.022374263,1142,,,1142,1142,,,,,
7826,284700,284702,,,23.99592162,2,,72,,secondary,4,a,,"LINESTRING (-112.08355 33.65468,-112.08381 33.65468)",,2847,4348038801,,,,40,0.15,4,,0.022370343,1142,,,1142,1142,,,,,
7827,133803,133801,,,25.99917761,1,,72,,secondary,4,a,,"LINESTRING (-112.08297 33.65458,-112.08269 33.6546)",,1338,1975455550,,EBT,,40,0.15,4,,0.024237891,571,,,571,571,,,,,
7828,133803,133805,,,23.44829822,1,,72,,secondary,4,a,,"LINESTRING (-112.08297 33.65458,-112.08277 33.65475)",,1338,1975455550,,EBL,,40,0.15,4,,0.006101091,671,,,671,671,,,,,
7829,133803,133806,,,7.015109263,1,,72,,secondary,4,a,,"LINESTRING (-112.08297 33.65458,-112.08288 33.65453)",,1338,1975455550,,EBR,,40,0.15,4,,0.006539878,571,,,571,571,,,,,
7830,16100,16102,,,24.00571657,2,,72,,secondary,4,a,,"LINESTRING (-112.0862 33.65468,-112.08646 33.65468)",,161,41613862,,,,40,0.15,4,,0.022379475,1142,,,1142,1142,,,,,
7831,284703,284701,,,26.00348166,2,,72,,secondary,4,a,,"LINESTRING (-112.08381 33.65459,-112.08352 33.65457)",,2847,4348038801,,,,40,0.15,4,,0.024241903,1142,,,1142,1142,,,,,
7832,16200,16202,,,24.01885556,2,,72,,secondary,4,a,,"LINESTRING (-112.08704 33.65468,-112.0873 33.65468)",,162,41613865,,,,40,0.15,4,,0.022391724,1142,,,1142,1142,,,,,
7833,16103,16101,,,23.99427631,2,,72,,secondary,4,a,,"LINESTRING (-112.08646 33.65458,-112.0862 33.65458)",,161,41613862,,,,40,0.15,4,,0.022368809,1142,,,1142,1142,,,,,
7834,16300,16302,,,23.97978919,2,,72,,secondary,4,a,,"LINESTRING (-112.08921 33.65467,-112.08947 33.65466)",,163,41613867,,,,40,0.15,4,,0.022355304,1142,,,1142,1142,,,,,
7835,16203,16201,,,23.98106672,2,,72,,secondary,4,a,,"LINESTRING (-112.0873 33.65458,-112.08704 33.65458)",,162,41613865,,,,40,0.15,4,,0.022356495,1142,,,1142,1142,,,,,
7836,284502,284500,,,26.00110973,2,,72,,secondary,4,a,,"LINESTRING (-112.09074 33.65466,-112.09102 33.65468)",,2845,4348038799,,,,40,0.15,4,,0.024239692,1142,,,1142,1142,,,,,
7837,16303,16301,,,24.02012228,2,,72,,secondary,4,a,,"LINESTRING (-112.08947 33.65457,-112.08921 33.65457)",,163,41613867,,,,40,0.15,4,,0.022392905,1142,,,1142,1142,,,,,
7838,16400,16402,,,28.02218528,3,,72,,secondary,4,a,,"LINESTRING (-112.09354 33.6547,-112.09384 33.65471)",,164,41613871,,,,40,0.15,4,,0.026123852,1713,,,1713,1713,,,,,
7839,284603,284601,,,25.99952592,2,,72,,secondary,4,a,,"LINESTRING (-112.0923 33.65457,-112.09202 33.65455)",,2846,4348038800,,,,40,0.15,4,,0.024238216,1142,,,1142,1142,,,,,
7840,16500,16502,,,28.02349306,3,,72,,secondary,4,a,,"LINESTRING (-112.09567 33.65473,-112.09597 33.65473)",,165,41613873,,,,40,0.15,4,,0.026125071,1713,,,1713,1713,,,,,
7841,16403,16401,,,23.98330436,2,,72,,secondary,4,a,,"LINESTRING (-112.09382 33.65459,-112.09356 33.65459)",,164,41613871,,,,40,0.15,4,,0.022358581,1142,,,1142,1142,,,,,
7842,192300,192302,,,15.13502515,3,,72,,secondary,4,a,,"LINESTRING (-112.09655 33.65474,-112.09671 33.65474)",,1923,3590383893,,,,40,0.15,4,,0.014109719,1713,,,1713,1713,,,,,
7843,16503,16501,,,23.98231663,2,,72,,secondary,4,a,,"LINESTRING (-112.09595 33.65462,-112.09569 33.65462)",,165,41613873,,,,40,0.15,4,,0.02235766,1142,,,1142,1142,,,,,
7844,354500,354502,,,14.72431065,3,,72,,secondary,4,a,,"LINESTRING (-112.09678 33.65474,-112.09694 33.65474)",,3545,5828311210,,,,40,0.15,4,,0.013726828,1713,,,1713,1713,,,,,
7845,192303,192301,,,12.89842827,2,,72,,secondary,4,a,,"LINESTRING (-112.09671 33.65463,-112.09657 33.65463)",,1923,3590383893,,,,40,0.15,4,,0.012024638,1142,,,1142,1142,,,,,
7846,16600,16602,,,14.72634771,3,,72,,secondary,4,a,,"LINESTRING (-112.09749 33.65476,-112.09765 33.65476)",,166,41613875,,,,40,0.15,4,,0.013728727,1713,,,1713,1713,,,,,
7847,354503,354501,,,13.20551679,2,,72,,secondary,4,a,,"LINESTRING (-112.09692 33.65463,-112.09678 33.65463)",,3545,5828311210,,,,40,0.15,4,,0.012310923,1142,,,1142,1142,,,,,
7848,284902,284900,,,14.99397211,3,,72,,secondary,4,a,,"LINESTRING (-112.09771 33.65476,-112.09788 33.65476)",,2849,4348038803,,,,40,0.15,4,,0.013978221,1713,,,1713,1713,,,,,
7849,16603,16601,,,13.20122512,2,,72,,secondary,4,a,,"LINESTRING (-112.09765 33.65465,-112.09751 33.65465)",,166,41613875,,,,40,0.15,4,,0.012306922,1142,,,1142,1142,,,,,
7850,15900,15902,,,23.99791586,2,,,,secondary,4,a,,"LINESTRING (-112.0796 33.65471,-112.07985 33.65471)",,159,41613856,,,,40,0.15,4,,0.022372202,1142,,,1142,1142,,,,,
7851,15803,15801,,,24.07404295,2,,,,secondary,4,a,,"LINESTRING (-112.07928 33.65462,-112.07902 33.65462)",,158,41613854,,,,40,0.15,4,,0.022443172,1142,,,1142,1142,,,,,
7852,16000,16002,,,24.00029224,2,,,,secondary,4,a,,"LINESTRING (-112.08004 33.65471,-112.0803 33.65471)",,160,41613858,,,,40,0.15,4,,0.022374418,1142,,,1142,1142,,,,,
7853,15903,15901,,,24.00201643,2,,,,secondary,4,a,,"LINESTRING (-112.07985 33.65462,-112.07959 33.65462)",,159,41613856,,,,40,0.15,4,,0.022376025,1142,,,1142,1142,,,,,
7854,284802,284800,,,25.99987378,2,,,,secondary,4,a,,"LINESTRING (-112.08183 33.6547,-112.08211 33.65471)",,2848,4348038802,,,,40,0.15,4,,0.02423854,1142,,,1142,1142,,,,,
7855,16003,16001,,,23.99970774,2,,,,secondary,4,a,,"LINESTRING (-112.0803 33.65461,-112.08004 33.65462)",,160,41613858,,,,40,0.15,4,,0.022373873,1142,,,1142,1142,,,,,
7856,16900,16903,,,27.57967906,3,,64,,secondary,4,a,,"LINESTRING (-112.10829 33.65478,-112.10858 33.65477)",,169,41613883,,,,40,0.15,4,,0.025711323,1713,,,1713,1713,,,,,
7857,285403,285401,,,24.00047046,2,,64,,secondary,4,a,,"LINESTRING (-112.10797 33.65465,-112.10771 33.65465)",,2854,4348039136,,,,40,0.15,4,,0.022374584,1142,,,1142,1142,,,,,
7858,285502,285500,,,14.9971445,3,,64,,secondary,4,a,,"LINESTRING (-112.10093 33.65478,-112.1011 33.65478)",,2855,4348039137,,,,40,0.15,4,,0.013981179,1713,,,1713,1713,,,,,
7859,285601,285603,,,16.99557452,4,,64,,secondary,4,a,,"LINESTRING (-112.10081 33.65464,-112.10063 33.65464)",,2856,4348039138,,,,40,0.15,4,,0.015844227,2284,,,2284,2284,,,,,
7860,285602,285600,,,15.00354017,3,,64,,secondary,4,a,,"LINESTRING (-112.10065 33.65478,-112.10081 33.65478)",,2856,4348039138,,,,40,0.15,4,,0.013987141,1713,,,1713,1713,,,,,
7861,16703,16701,,,28.11741059,2,,64,,secondary,4,a,,"LINESTRING (-112.09995 33.65464,-112.09965 33.65467)",,167,41613877,,EBT,,40,0.15,4,,0.026212626,1142,,,1142,571,,,,,
7862,16703,16704,,,26.21048448,1,,64,,secondary,4,a,,"LINESTRING (-112.09995 33.65464,-112.0997 33.65485)",,167,41613877,,EBL,,40,0.15,4,,0.026314416,671,,,671,671,,,,,
7863,16703,16707,,,5.567048823,1,,64,,secondary,4,a,,"LINESTRING (-112.09995 33.65464,-112.09985 33.65459)",,167,41613877,,EBR,,40,0.15,4,,0.005189915,571,,,571,571,,,,,
7864,35800,35802,,,24.10073519,2,,,,secondary,4,a,,"LINESTRING (-112.05492 33.65482,-112.05466 33.65483)",,358,41788718,,,,41,0.15,4,,0.021920055,1343,,,1343,1343,,,,,
7865,284403,284401,,,25.98244523,2,,,,secondary,4,a,,"LINESTRING (-112.05614 33.65489,-112.05642 33.6549)",,2844,4348036276,,,,41,0.15,4,,0.023631504,1343,,,1343,1343,,,,,
7866,285700,285702,,,26.00230633,2,,,,secondary,4,a,,"LINESTRING (-112.04931 33.65489,-112.04903 33.65487)",,2857,4348041120,,,,41,0.15,4,,0.023649568,1343,,,1343,1343,,,,,
7867,35803,35801,,,23.89700595,2,,,,secondary,4,a,,"LINESTRING (-112.05467 33.65493,-112.05492 33.65492)",,358,41788718,,,,41,0.15,4,,0.02173476,1343,,,1343,1343,,,,,
7868,286100,286102,,,12.99721331,2,,,,secondary,4,a,,"LINESTRING (-112.04376 33.65491,-112.04361 33.65491)",,2861,4348041124,,,,41,0.15,4,,0.011821201,1343,,,1343,1343,,,,,
7869,286001,286003,,,16.99484738,4,,,,secondary,4,a,,"LINESTRING (-112.04382 33.65504,-112.04401 33.65504)",,2860,4348041123,,,,41,0.15,4,,0.015457121,2685,,,2685,2685,,,,,
7870,37200,37202,,,26.24857633,1,,,,secondary,4,a,,"LINESTRING (-112.04865 33.65488,-112.04837 33.65489)",,372,41836197,,EBT,,41,0.15,4,,0.023873555,671,,,671,671,,,,,
7871,37200,37205,,,11.02013166,1,,,,secondary,4,a,,"LINESTRING (-112.04865 33.65488,-112.04853 33.65487)",,372,41836197,,EBR,,41,0.15,4,,0.010023009,671,,,671,671,,,,,
7872,37200,37206,,,20.94018235,1,,,,secondary,4,a,,"LINESTRING (-112.04865 33.65488,-112.04846 33.65501)",,372,41836197,,EBL,,41,0.15,4,,0.031695916,671,,,671,671,,,,,
7873,285703,285701,,,23.99531549,2,,,,secondary,4,a,,"LINESTRING (-112.04905 33.65498,-112.04931 33.65498)",,2857,4348041120,,,,41,0.15,4,,0.021824174,1343,,,1343,1343,,,,,
7874,9035300,9035302,,,35.05319388,2,,,,secondary,4,a,,"LINESTRING (-112.04453 33.65489,-112.04415 33.65491)",,90353,1695816795_5834401543,51,EBT,,41,0.15,4,,0.031881515,1343,,,1343,671.5,,,,,
7875,285901,285903,,,24.01035424,2,,,,secondary,4,a,,"LINESTRING (-112.04495 33.655,-112.04521 33.655)",,2859,4348041122,,,,41,0.15,4,,0.021837852,1343,,,1343,1343,,,,,
7876,286002,286000,,,13.00309131,2,,,,secondary,4,a,,"LINESTRING (-112.04396 33.65491,-112.04382 33.65491)",,2860,4348041123,,,,41,0.15,4,,0.011826547,1343,,,1343,1343,,,,,
7877,9035303,9035301,,,37.04727933,2,,,,secondary,4,a,,"LINESTRING (-112.04411 33.65504,-112.04451 33.655)",,90353,1695816795_5834401543,51,WBT,,41,0.15,4,,0.033695171,1343,,,1343,671.5,,,,,
7878,285800,285802,,,23.99279685,2,,,,secondary,4,a,,"LINESTRING (-112.04799 33.65489,-112.04773 33.65489)",,2858,4348041121,,,,41,0.15,4,,0.021821883,1343,,,1343,1343,,,,,
7879,37203,37201,,,25.7430267,1,,,,secondary,4,a,,"LINESTRING (-112.04835 33.65501,-112.04862 33.65499)",,372,41836197,,WBT,,41,0.15,4,,0.023413749,671,,,671,671,,,,,
7880,37203,37205,,,20.82732206,1,,,,secondary,4,a,,"LINESTRING (-112.04835 33.65501,-112.04853 33.65487)",,372,41836197,,WBL,,41,0.15,4,,0.011591586,671,,,671,671,,,,,
7881,37203,37206,,,10.77180956,1,,,,secondary,4,a,,"LINESTRING (-112.04835 33.65501,-112.04846 33.65501)",,372,41836197,,WBR,,41,0.15,4,,0.009797156,671,,,671,671,,,,,
7882,199000,199002,,,13.01113205,2,,,,secondary,4,a,,"LINESTRING (-112.0468 33.65489,-112.04666 33.65489)",,1990,3943647264,,,,41,0.15,4,,0.01183386,1343,,,1343,1343,,,,,
7883,285803,285801,,,26.00717099,2,,,,secondary,4,a,,"LINESTRING (-112.04773 33.65499,-112.04801 33.65501)",,2858,4348041121,,,,41,0.15,4,,0.023653993,1343,,,1343,1343,,,,,
7884,42400,42402,,,13.05085439,2,,,,secondary,4,a,,"LINESTRING (-112.0466 33.65489,-112.04645 33.65489)",,424,42215590,,,,41,0.15,4,,0.011869988,1343,,,1343,1343,,,,,
7885,199003,199001,,,12.98886379,2,,,,secondary,4,a,,"LINESTRING (-112.04666 33.65499,-112.0468 33.65499)",,1990,3943647264,,,,41,0.15,4,,0.011813607,1343,,,1343,1343,,,,,
7886,285902,285900,,,25.98962121,2,,,,secondary,4,a,,"LINESTRING (-112.04521 33.6549,-112.04493 33.65489)",,2859,4348041122,,,,41,0.15,4,,0.023638031,1343,,,1343,1343,,,,,
7887,42403,42401,,,12.94905885,2,,,,secondary,4,a,,"LINESTRING (-112.04646 33.65499,-112.0466 33.65499)",,424,42215590,,,,41,0.15,4,,0.011777403,1343,,,1343,1343,,,,,
7888,286302,286300,,,24.0007075,2,,,,secondary,4,a,,"LINESTRING (-112.03898 33.65493,-112.03872 33.65493)",,2863,4348041411,,,,41,0.15,4,,0.021829078,1343,,,1343,1343,,,,,
7889,36401,36403,,,26.00743148,2,,,,secondary,4,a,,"LINESTRING (-112.03939 33.65504,-112.03967 33.65502)",,364,41800127,,WBT,,41,0.15,4,,0.02365423,1343,,,1343,671.5,,,,,
7890,36402,36400,,,25.99656884,2,,,,secondary,4,a,,"LINESTRING (-112.03969 33.65491,-112.03941 33.65493)",,364,41800127,,EBT,,41,0.15,4,,0.02364435,1343,,,1343,671.5,,,,,
7891,286201,286203,,,23.99933363,2,,,,secondary,4,a,,"LINESTRING (-112.04009 33.65502,-112.04035 33.65502)",,2862,4348041410,,,,41,0.15,4,,0.021827828,1343,,,1343,1343,,,,,
