link_id,tmc_corridor_name,link_type_name,from_node_id,to_node_id,from_cell_code,lanes,length,free_speed,FFTT,time_period,volume,CA,CD,density,queue_length,discharge_rate,TD_free_flow_travel_time,waiting_time_in_sec,RT_speed,speed,geometry,notes
4,,,5,6,C1,3,1.000,60.000,1.000,0700:00.000_0800:00.000,4856.000,8060.000,7958.000,34.000,102.000,5400.000,1.000,0.001,59.999,"LINESTRING (-112.163116 33.667772, -112.140701 33.667926)",simulation-based
4,,,5,6,C1,3,1.000,60.000,1.000,0800:00.000_0900:00.000,5099.000,13145.000,13057.000,29.333,88.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.163116 33.667772, -112.140701 33.667926)",simulation-based
4,,,5,6,C1,3,1.000,60.000,1.000,0900:00.000_1000:00.000,4145.000,17275.000,17202.000,24.333,73.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.163116 33.667772, -112.140701 33.667926)",simulation-based
5,,,6,7,D1,3,1.000,60.000,1.000,0600:00.000_0700:00.000,3033.000,3102.000,3033.000,23.000,69.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.140701 33.667926, -112.120306 33.668067)",simulation-based
5,,,6,7,D1,3,1.000,60.000,1.000,0700:00.000_0800:00.000,4827.000,7958.000,7860.000,32.667,98.000,5400.000,1.000,0.001,59.999,"LINESTRING (-112.140701 33.667926, -112.120306 33.668067)",simulation-based
5,,,6,7,D1,3,1.000,60.000,1.000,0800:00.000_0900:00.000,5116.000,13057.000,12976.000,27.000,81.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.140701 33.667926, -112.120306 33.668067)",simulation-based
5,,,6,7,D1,3,1.000,60.000,1.000,0900:00.000_1000:00.000,4163.000,17202.000,17139.000,21.000,63.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.140701 33.667926, -112.120306 33.668067)",simulation-based
6,,,7,8,E1,3,1.000,60.000,1.000,0600:00.000_0700:00.000,1181.000,1208.000,1181.000,9.000,27.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.120306 33.668067, -112.098093 33.668220)",simulation-based
6,,,7,8,E1,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1964.000,3181.000,3145.000,12.000,36.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.120306 33.668067, -112.098093 33.668220)",simulation-based
6,,,7,8,E1,3,1.000,60.000,1.000,0800:00.000_0900:00.000,2129.000,5308.000,5274.000,11.333,34.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.120306 33.668067, -112.098093 33.668220)",simulation-based
6,,,7,8,E1,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1741.000,7036.000,7015.000,7.000,21.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.120306 33.668067, -112.098093 33.668220)",simulation-based
7,,,8,9,F1,3,1.000,60.000,1.000,0600:00.000_0700:00.000,1148.000,1181.000,1148.000,11.000,33.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.098093 33.668220, -112.079717 33.668347)",simulation-based
7,,,8,9,F1,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1960.000,3145.000,3108.000,12.333,37.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.098093 33.668220, -112.079717 33.668347)",simulation-based
7,,,8,9,F1,3,1.000,60.000,1.000,0800:00.000_0900:00.000,2131.000,5274.000,5239.000,11.667,35.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.098093 33.668220, -112.079717 33.668347)",simulation-based
7,,,8,9,F1,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1744.000,7015.000,6983.000,10.667,32.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.098093 33.668220, -112.079717 33.668347)",simulation-based
8,,,10,11,G1,2,1.000,60.000,1.000,0600:00.000_0700:00.000,1094.000,1120.000,1094.000,13.000,26.000,3600.000,1.000,0.000,60.000,"LINESTRING (-112.062351 33.668466, -112.046196 33.668578)",simulation-based
8,,,10,11,G1,2,1.000,60.000,1.000,0700:00.000_0800:00.000,1938.000,3072.000,3032.000,20.000,40.000,3600.000,1.000,0.000,60.000,"LINESTRING (-112.062351 33.668466, -112.046196 33.668578)",simulation-based
8,,,10,11,G1,2,1.000,60.000,1.000,0800:00.000_0900:00.000,2138.000,5205.000,5170.000,17.500,35.000,3600.000,1.000,0.000,60.000,"LINESTRING (-112.062351 33.668466, -112.046196 33.668578)",simulation-based
8,,,10,11,G1,2,1.000,60.000,1.000,0900:00.000_1000:00.000,1761.000,6955.000,6931.000,12.000,24.000,3600.000,1.000,0.000,60.000,"LINESTRING (-112.062351 33.668466, -112.046196 33.668578)",simulation-based
9,,,11,12,H1,3,1.000,60.000,1.000,0600:00.000_0700:00.000,1057.000,1094.000,1057.000,12.333,37.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.046196 33.668578, -112.038642 33.662300)",simulation-based
9,,,11,12,H1,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1937.000,3032.000,2994.000,12.667,38.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.046196 33.668578, -112.038642 33.662300)",simulation-based
9,,,11,12,H1,3,1.000,60.000,1.000,0800:00.000_0900:00.000,2138.000,5170.000,5132.000,12.667,38.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.046196 33.668578, -112.038642 33.662300)",simulation-based
9,,,11,12,H1,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1776.000,6931.000,6908.000,7.667,23.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.046196 33.668578, -112.038642 33.662300)",simulation-based
10,,,9,10,F1,2,1.000,60.000,1.000,0600:00.000_0700:00.000,1120.000,1148.000,1120.000,14.000,28.000,3600.000,1.000,0.000,60.000,"LINESTRING (-112.079717 33.668347, -112.062351 33.668466)",simulation-based
10,,,9,10,F1,2,1.000,60.000,1.000,0700:00.000_0800:00.000,1952.000,3108.000,3072.000,18.000,36.000,3600.000,1.000,0.000,60.000,"LINESTRING (-112.079717 33.668347, -112.062351 33.668466)",simulation-based
10,,,9,10,F1,2,1.000,60.000,1.000,0800:00.000_0900:00.000,2133.000,5239.000,5205.000,17.000,34.000,3600.000,1.000,0.000,60.000,"LINESTRING (-112.079717 33.668347, -112.062351 33.668466)",simulation-based
10,,,9,10,F1,2,1.000,60.000,1.000,0900:00.000_1000:00.000,1750.000,6983.000,6955.000,14.000,28.000,3600.000,1.000,0.000,60.000,"LINESTRING (-112.079717 33.668347, -112.062351 33.668466)",simulation-based
11,,,1,14,A1,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.216413 33.653927, -112.211333 33.648451)",simulation-based
11,,,1,14,A1,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.216413 33.653927, -112.211333 33.648451)",simulation-based
11,,,1,14,A1,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.216413 33.653927, -112.211333 33.648451)",simulation-based
11,,,1,14,A1,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.216413 33.653927, -112.211333 33.648451)",simulation-based
12,,,14,15,A2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.211333 33.648451, -112.207035 33.644013)",simulation-based
12,,,14,15,A2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.211333 33.648451, -112.207035 33.644013)",simulation-based
12,,,14,15,A2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.211333 33.648451, -112.207035 33.644013)",simulation-based
12,,,14,15,A2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.211333 33.648451, -112.207035 33.644013)",simulation-based
13,,,15,16,A2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.207035 33.644013, -112.202329 33.639298)",simulation-based
13,,,15,16,A2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.207035 33.644013, -112.202329 33.639298)",simulation-based
13,,,15,16,A2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.207035 33.644013, -112.202329 33.639298)",simulation-based
13,,,15,16,A2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.207035 33.644013, -112.202329 33.639298)",simulation-based
14,,,16,17,A2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.202329 33.639298, -112.190818 33.639378)",simulation-based
14,,,16,17,A2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.202329 33.639298, -112.190818 33.639378)",simulation-based
14,,,16,17,A2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.202329 33.639298, -112.190818 33.639378)",simulation-based
14,,,16,17,A2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.202329 33.639298, -112.190818 33.639378)",simulation-based
15,,,17,18,B2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.190818 33.639378, -112.179914 33.639453)",simulation-based
15,,,17,18,B2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.190818 33.639378, -112.179914 33.639453)",simulation-based
15,,,17,18,B2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.190818 33.639378, -112.179914 33.639453)",simulation-based
15,,,17,18,B2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.190818 33.639378, -112.179914 33.639453)",simulation-based
16,,,18,19,B2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.179914 33.639453, -112.168202 33.639534)",simulation-based
16,,,18,19,B2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.179914 33.639453, -112.168202 33.639534)",simulation-based
16,,,18,19,B2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.179914 33.639453, -112.168202 33.639534)",simulation-based
16,,,18,19,B2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.179914 33.639453, -112.168202 33.639534)",simulation-based
17,,,19,20,C2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.168202 33.639534, -112.155278 33.639623)",simulation-based
17,,,19,20,C2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.168202 33.639534, -112.155278 33.639623)",simulation-based
17,,,19,20,C2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.168202 33.639534, -112.155278 33.639623)",simulation-based
17,,,19,20,C2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.168202 33.639534, -112.155278 33.639623)",simulation-based
18,,,20,21,C2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.155278 33.639623, -112.143162 33.639706)",simulation-based
18,,,20,21,C2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.155278 33.639623, -112.143162 33.639706)",simulation-based
18,,,20,21,C2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.155278 33.639623, -112.143162 33.639706)",simulation-based
18,,,20,21,C2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.155278 33.639623, -112.143162 33.639706)",simulation-based
19,,,21,22,D2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.143162 33.639706, -112.128824 33.639805)",simulation-based
19,,,21,22,D2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.143162 33.639706, -112.128824 33.639805)",simulation-based
19,,,21,22,D2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.143162 33.639706, -112.128824 33.639805)",simulation-based
19,,,21,22,D2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.143162 33.639706, -112.128824 33.639805)",simulation-based
20,,,22,23,D2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.128824 33.639805, -112.117340 33.639870)",simulation-based
20,,,22,23,D2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.128824 33.639805, -112.117340 33.639870)",simulation-based
20,,,22,23,D2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.128824 33.639805, -112.117340 33.639870)",simulation-based
20,,,22,23,D2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.128824 33.639805, -112.117340 33.639870)",simulation-based
21,,,23,24,E2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,1117.000,1143.000,1117.000,8.667,26.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.117340 33.639870, -112.102573 33.639986)",simulation-based
21,,,23,24,E2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1540.000,2684.000,2657.000,9.000,27.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.117340 33.639870, -112.102573 33.639986)",simulation-based
21,,,23,24,E2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,1510.000,4188.000,4167.000,7.000,21.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.117340 33.639870, -112.102573 33.639986)",simulation-based
21,,,23,24,E2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1530.000,5723.000,5697.000,8.667,26.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.117340 33.639870, -112.102573 33.639986)",simulation-based
22,,,24,25,E2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,1091.000,1117.000,1091.000,8.667,26.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.102573 33.639986, -112.087630 33.640089)",simulation-based
22,,,24,25,E2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1544.000,2657.000,2635.000,7.333,22.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.102573 33.639986, -112.087630 33.640089)",simulation-based
22,,,24,25,E2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,1511.000,4167.000,4146.000,7.000,21.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.102573 33.639986, -112.087630 33.640089)",simulation-based
22,,,24,25,E2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1528.000,5697.000,5674.000,7.667,23.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.102573 33.639986, -112.087630 33.640089)",simulation-based
23,,,25,26,F2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,1070.000,1091.000,1070.000,7.000,21.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.087630 33.640089, -112.072485 33.640193)",simulation-based
23,,,25,26,F2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1542.000,2635.000,2612.000,7.667,23.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.087630 33.640089, -112.072485 33.640193)",simulation-based
23,,,25,26,F2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,1513.000,4146.000,4125.000,7.000,21.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.087630 33.640089, -112.072485 33.640193)",simulation-based
23,,,25,26,F2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1522.000,5674.000,5647.000,9.000,27.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.087630 33.640089, -112.072485 33.640193)",simulation-based
24,,,26,27,G2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,1043.000,1070.000,1043.000,9.000,27.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.072485 33.640193, -112.059965 33.640279)",simulation-based
24,,,26,27,G2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1543.000,2612.000,2586.000,8.667,26.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.072485 33.640193, -112.059965 33.640279)",simulation-based
24,,,26,27,G2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,1518.000,4125.000,4104.000,7.000,21.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.072485 33.640193, -112.059965 33.640279)",simulation-based
24,,,26,27,G2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1520.000,5647.000,5624.000,7.667,23.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.072485 33.640193, -112.059965 33.640279)",simulation-based
25,,,27,28,G2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,1018.000,1043.000,1018.000,8.333,25.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.059965 33.640279, -112.046435 33.640372)",simulation-based
25,,,27,28,G2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1544.000,2586.000,2562.000,8.000,24.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.059965 33.640279, -112.046435 33.640372)",simulation-based
25,,,27,28,G2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,1519.000,4104.000,4081.000,7.667,23.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.059965 33.640279, -112.046435 33.640372)",simulation-based
25,,,27,28,G2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1517.000,5624.000,5598.000,8.667,26.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.059965 33.640279, -112.046435 33.640372)",simulation-based
26,,,28,29,H2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,991.000,1018.000,991.000,9.000,27.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.046435 33.640372, -112.038842 33.646568)",simulation-based
26,,,28,29,H2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,1539.000,2562.000,2530.000,10.667,32.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.046435 33.640372, -112.038842 33.646568)",simulation-based
26,,,28,29,H2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,1527.000,4081.000,4057.000,8.000,24.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.046435 33.640372, -112.038842 33.646568)",simulation-based
26,,,28,29,H2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,1522.000,5598.000,5579.000,6.333,19.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.046435 33.640372, -112.038842 33.646568)",simulation-based
27,,,29,2,H2,3,1.000,60.000,1.000,0600:00.000_0700:00.000,146.000,152.000,146.000,2.000,6.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.038842 33.646568, -112.029867 33.655286)",simulation-based
27,,,29,2,H2,3,1.000,60.000,1.000,0700:00.000_0800:00.000,211.000,362.000,357.000,1.667,5.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.038842 33.646568, -112.029867 33.655286)",simulation-based
27,,,29,2,H2,3,1.000,60.000,1.000,0800:00.000_0900:00.000,245.000,607.000,602.000,1.667,5.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.038842 33.646568, -112.029867 33.655286)",simulation-based
27,,,29,2,H2,3,1.000,60.000,1.000,0900:00.000_1000:00.000,226.000,833.000,828.000,1.667,5.000,5400.000,1.000,0.000,60.000,"LINESTRING (-112.038842 33.646568, -112.029867 33.655286)",simulation-based
28,,,12,2,H1,4,1.000,60.000,1.000,0600:00.000_0700:00.000,1036.000,1057.000,1036.000,5.250,21.000,7200.000,1.000,0.000,60.000,"LINESTRING (-112.038642 33.662300, -112.029867 33.655286)",simulation-based
28,,,12,2,H1,4,1.000,60.000,1.000,0700:00.000_0800:00.000,1910.000,2994.000,2946.000,12.000,48.000,7200.000,1.000,0.000,60.000,"LINESTRING (-112.038642 33.662300, -112.029867 33.655286)",simulation-based
28,,,12,2,H1,4,1.000,60.000,1.000,0800:00.000_0900:00.000,2161.000,5132.000,5107.000,6.250,25.000,7200.000,1.000,0.000,60.000,"LINESTRING (-112.038642 33.662300, -112.029867 33.655286)",simulation-based
28,,,12,2,H1,4,1.000,60.000,1.000,0900:00.000_1000:00.000,1778.000,6908.000,6885.000,5.750,23.000,7200.000,1.000,0.000,60.000,"LINESTRING (-112.038642 33.662300, -112.029867 33.655286)",simulation-based
29,,,1,30,A1,2,1.000,30.000,2.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,3600.000,2.000,0.000,30.000,"LINESTRING (-112.216413 33.653927, -112.188587 33.654193)",simulation-based
29,,,1,30,A1,2,1.000,30.000,2.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,3600.000,2.000,0.000,30.000,"LINESTRING (-112.216413 33.653927, -112.188587 33.654193)",simulation-based
29,,,1,30,A1,2,1.000,30.000,2.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,3600.000,2.000,0.000,30.000,"LINESTRING (-112.216413 33.653927, -112.188587 33.654193)",simulation-based
29,,,1,30,A1,2,1.000,30.000,2.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,3600.000,2.000,0.000,30.000,"LINESTRING (-112.216413 33.653927, -112.188587 33.654193)",simulation-based
30,,,30,31,B1,2,1.000,30.000,2.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.188587 33.654193, -112.161528 33.654379)",simulation-based
30,,,30,31,B1,2,1.000,30.000,2.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.188587 33.654193, -112.161528 33.654379)",simulation-based
30,,,30,31,B1,2,1.000,30.000,2.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.188587 33.654193, -112.161528 33.654379)",simulation-based
